p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
2.05201194829e-08	1.00548585466e-06	GO:0043209	c	2	myelin sheath	1267; 1410; 2670; 2934; 3306; 4155; 5414; 7846; 10397; 5010; 23176	ENSG00000109846; ENSG00000131095; ENSG00000197971; ENSG00000108387; ENSG00000013297; ENSG00000126803; ENSG00000173786; ENSG00000167552; ENSG00000164402; ENSG00000148180; ENSG00000104419	169	141
1.6597652036e-07	3.38592101534e-05	GO:0007275	b	3	multicellular organismal development	333; 347; 567; 718; 745; 960; 972; 1267; 1298; 1410; 1718; 1902; 2670; 2934; 3799; 4155; 4638; 4804; 5046; 5168; 5305; 5414; 5860; 6272; 6285; 6678; 6696; 7018; 7869; 9444; 9448; 9638; 9770; 9771; 9839; 10397; 10507; 11240; 5010; 222166; 23500; 57698; 58473; 26471; 28996; 54443; 65125	ENSG00000109846; ENSG00000189058; ENSG00000169554; ENSG00000065534; ENSG00000197971; ENSG00000149557; ENSG00000117115; ENSG00000176046; ENSG00000011426; ENSG00000131095; ENSG00000049089; ENSG00000136960; ENSG00000113140; ENSG00000104419; ENSG00000026508; ENSG00000134243; ENSG00000060237; ENSG00000124920; ENSG00000116133; ENSG00000173786; ENSG00000187164; ENSG00000150867; ENSG00000148180; ENSG00000105290; ENSG00000198121; ENSG00000064300; ENSG00000108387; ENSG00000125730; ENSG00000021300; ENSG00000091513; ENSG00000101265; ENSG00000118785; ENSG00000170759; ENSG00000112531; ENSG00000019582; ENSG00000166710; ENSG00000146122; ENSG00000071054; ENSG00000013297; ENSG00000160307; ENSG00000064393; ENSG00000012171; ENSG00000187764; ENSG00000180354; ENSG00000136237; ENSG00000140479; ENSG00000151552	4759	2858
5.11813531421e-07	1.25394315198e-05	GO:0031982	c	2	vesicle	20; 347; 567; 718; 960; 972; 1267; 1410; 1902; 2037; 2495; 2512; 2934; 3043; 3306; 3799; 4134; 4638; 4804; 828; 5860; 6272; 6556; 6678; 6696; 7018; 7178; 7276; 7846; 7869; 8073; 23446; 10397; 11240; 6035; 83543; 2819; 5010; 23500; 23555; 9725; 58476; 65108	ENSG00000109846; ENSG00000189058; ENSG00000117115; ENSG00000065534; ENSG00000196187; ENSG00000078804; ENSG00000167552; ENSG00000167996; ENSG00000133112; ENSG00000126878; ENSG00000099282; ENSG00000113140; ENSG00000244734; ENSG00000026508; ENSG00000129538; ENSG00000134243; ENSG00000105519; ENSG00000173786; ENSG00000047849; ENSG00000148180; ENSG00000012171; ENSG00000104419; ENSG00000198121; ENSG00000064300; ENSG00000175130; ENSG00000126803; ENSG00000167588; ENSG00000125730; ENSG00000091513; ENSG00000118785; ENSG00000170759; ENSG00000018280; ENSG00000019582; ENSG00000166710; ENSG00000118271; ENSG00000013297; ENSG00000070214; ENSG00000079819; ENSG00000087086; ENSG00000107331; ENSG00000146122; ENSG00000184007; ENSG00000151552	3633	2565
6.67109167946e-07	3.40225675652e-05	GO:0031988	c	3	membrane-bounded vesicle	20; 347; 567; 718; 960; 972; 1267; 1410; 1902; 2037; 2495; 2512; 2934; 3043; 3306; 3799; 4134; 4638; 4804; 828; 5860; 6272; 6556; 6678; 6696; 7018; 7178; 7276; 7846; 7869; 8073; 23446; 10397; 11240; 6035; 83543; 2819; 5010; 23500; 23555; 9725; 65108	ENSG00000109846; ENSG00000189058; ENSG00000117115; ENSG00000065534; ENSG00000196187; ENSG00000167552; ENSG00000167996; ENSG00000133112; ENSG00000126878; ENSG00000099282; ENSG00000113140; ENSG00000244734; ENSG00000026508; ENSG00000129538; ENSG00000134243; ENSG00000105519; ENSG00000173786; ENSG00000047849; ENSG00000148180; ENSG00000012171; ENSG00000104419; ENSG00000198121; ENSG00000064300; ENSG00000175130; ENSG00000126803; ENSG00000167588; ENSG00000125730; ENSG00000091513; ENSG00000118785; ENSG00000170759; ENSG00000018280; ENSG00000019582; ENSG00000166710; ENSG00000118271; ENSG00000013297; ENSG00000070214; ENSG00000079819; ENSG00000087086; ENSG00000107331; ENSG00000146122; ENSG00000184007; ENSG00000151552	3514	2492
1.02233062553e-06	0.000104277723804	GO:0048731	b	3	system development	333; 347; 567; 718; 745; 960; 972; 1267; 1298; 1410; 1718; 1902; 2670; 2934; 3799; 4155; 4638; 4804; 5168; 5305; 5414; 5860; 6285; 6678; 6696; 7018; 7869; 9444; 9448; 9638; 9770; 9771; 9839; 10397; 10507; 11240; 5010; 57698; 26471; 28996; 54443; 65125	ENSG00000109846; ENSG00000189058; ENSG00000169554; ENSG00000065534; ENSG00000197971; ENSG00000149557; ENSG00000117115; ENSG00000176046; ENSG00000011426; ENSG00000131095; ENSG00000049089; ENSG00000136960; ENSG00000113140; ENSG00000104419; ENSG00000026508; ENSG00000060237; ENSG00000124920; ENSG00000116133; ENSG00000173786; ENSG00000187164; ENSG00000150867; ENSG00000148180; ENSG00000105290; ENSG00000198121; ENSG00000064300; ENSG00000108387; ENSG00000125730; ENSG00000091513; ENSG00000101265; ENSG00000118785; ENSG00000170759; ENSG00000112531; ENSG00000019582; ENSG00000166710; ENSG00000064393; ENSG00000013297; ENSG00000160307; ENSG00000012171; ENSG00000187764; ENSG00000136237; ENSG00000071054; ENSG00000151552	4205	2530
2.16135959659e-06	6.04836114367e-05	GO:0048856	b	2	anatomical structure development	333; 347; 567; 718; 745; 960; 972; 1267; 1298; 1410; 1718; 1902; 2670; 2934; 3306; 3799; 4155; 4638; 4804; 5046; 5168; 5305; 5414; 5860; 6272; 6285; 6678; 6696; 7018; 7178; 7869; 9444; 9448; 9638; 9770; 9771; 9839; 10397; 10507; 11240; 5010; 57698; 26471; 28996; 64423; 54443; 65125	ENSG00000109846; ENSG00000189058; ENSG00000169554; ENSG00000065534; ENSG00000197971; ENSG00000149557; ENSG00000117115; ENSG00000176046; ENSG00000011426; ENSG00000131095; ENSG00000049089; ENSG00000203485; ENSG00000136960; ENSG00000113140; ENSG00000104419; ENSG00000026508; ENSG00000134243; ENSG00000060237; ENSG00000124920; ENSG00000116133; ENSG00000173786; ENSG00000187164; ENSG00000108387; ENSG00000148180; ENSG00000105290; ENSG00000198121; ENSG00000064300; ENSG00000150867; ENSG00000126803; ENSG00000133112; ENSG00000125730; ENSG00000091513; ENSG00000101265; ENSG00000118785; ENSG00000170759; ENSG00000112531; ENSG00000019582; ENSG00000166710; ENSG00000071054; ENSG00000013297; ENSG00000160307; ENSG00000064393; ENSG00000012171; ENSG00000187764; ENSG00000136237; ENSG00000140479; ENSG00000151552	5056	3102
2.19066031616e-06	0.000148964901499	GO:0007272	b	3	ensheathment of neurons	745; 1902; 4155; 4804; 9444; 10397; 5010	ENSG00000104419; ENSG00000198121; ENSG00000064300; ENSG00000197971; ENSG00000013297; ENSG00000124920; ENSG00000112531	105	73
2.19066031616e-06	0.000663770075797	GO:0008366	b	4	axon ensheathment	745; 1902; 4155; 4804; 9444; 10397; 5010	ENSG00000104419; ENSG00000198121; ENSG00000064300; ENSG00000197971; ENSG00000013297; ENSG00000124920; ENSG00000112531	105	73
2.31213256347e-06	6.04836114367e-05	GO:0044767	b	2	single-organism developmental process	333; 347; 567; 718; 745; 960; 972; 1267; 1298; 1410; 1718; 1902; 2670; 2934; 3306; 3799; 4155; 4638; 4804; 5046; 5168; 5305; 5414; 5860; 6272; 6285; 6678; 6696; 7018; 7178; 7869; 9444; 9448; 9638; 9770; 9771; 9839; 10397; 10507; 11240; 5010; 222166; 23500; 57698; 58473; 58476; 26471; 28996; 54443; 65125	ENSG00000109846; ENSG00000189058; ENSG00000169554; ENSG00000065534; ENSG00000197971; ENSG00000149557; ENSG00000117115; ENSG00000176046; ENSG00000011426; ENSG00000131095; ENSG00000049089; ENSG00000136960; ENSG00000113140; ENSG00000104419; ENSG00000026508; ENSG00000134243; ENSG00000060237; ENSG00000124920; ENSG00000116133; ENSG00000173786; ENSG00000187164; ENSG00000108387; ENSG00000148180; ENSG00000105290; ENSG00000198121; ENSG00000064300; ENSG00000150867; ENSG00000126803; ENSG00000133112; ENSG00000125730; ENSG00000021300; ENSG00000091513; ENSG00000101265; ENSG00000078804; ENSG00000118785; ENSG00000170759; ENSG00000112531; ENSG00000019582; ENSG00000166710; ENSG00000146122; ENSG00000071054; ENSG00000013297; ENSG00000160307; ENSG00000064393; ENSG00000012171; ENSG00000187764; ENSG00000180354; ENSG00000136237; ENSG00000140479; ENSG00000151552	5607	3424
3.02418057184e-06	6.04836114367e-05	GO:0044707	b	2	single-multicellular organism process	333; 347; 567; 718; 745; 960; 972; 1267; 1298; 1410; 1718; 1902; 2670; 2934; 3043; 3799; 4155; 4638; 4804; 5046; 5168; 5305; 5414; 5860; 6272; 6285; 6556; 6678; 6696; 7018; 7178; 7869; 9444; 9448; 9638; 9770; 9771; 9839; 10397; 10507; 11240; 83641; 5010; 222166; 23500; 57698; 58473; 58476; 26471; 28996; 54443; 65125	ENSG00000109846; ENSG00000189058; ENSG00000169554; ENSG00000065534; ENSG00000197971; ENSG00000149557; ENSG00000117115; ENSG00000176046; ENSG00000011426; ENSG00000131095; ENSG00000049089; ENSG00000136960; ENSG00000113140; ENSG00000104419; ENSG00000244734; ENSG00000026508; ENSG00000134243; ENSG00000060237; ENSG00000124920; ENSG00000116133; ENSG00000173786; ENSG00000187164; ENSG00000108387; ENSG00000148180; ENSG00000105290; ENSG00000198121; ENSG00000064300; ENSG00000150867; ENSG00000133112; ENSG00000125730; ENSG00000021300; ENSG00000091513; ENSG00000101265; ENSG00000078804; ENSG00000118785; ENSG00000170759; ENSG00000018280; ENSG00000065809; ENSG00000112531; ENSG00000019582; ENSG00000166710; ENSG00000146122; ENSG00000071054; ENSG00000013297; ENSG00000160307; ENSG00000064393; ENSG00000012171; ENSG00000187764; ENSG00000180354; ENSG00000136237; ENSG00000140479; ENSG00000151552	6658	3669
