p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
3.3054732037e-12	1.32218928148e-10	GO:0072562	c	2	blood microparticle	2; 58; 70; 713; 714; 718; 1356; 2335; 3075; 3501	ENSG00000115414; ENSG00000211893; ENSG00000159251; ENSG00000000971; ENSG00000173369; ENSG00000159189; ENSG00000175899; ENSG00000143632; ENSG00000125730; ENSG00000047457	135	134
8.21871428337e-12	1.64374285667e-10	GO:0044449	c	2	contractile fiber part	58; 70; 1674; 4607; 4619; 4625; 4629; 4633; 6711; 10398; 27063	ENSG00000101335; ENSG00000159251; ENSG00000175084; ENSG00000111245; ENSG00000115306; ENSG00000143632; ENSG00000134571; ENSG00000109061; ENSG00000092054; ENSG00000148677; ENSG00000133392	203	203
1.63174344193e-11	2.17565792257e-10	GO:0005615	c	2	extracellular space	2; 58; 70; 713; 714; 718; 1278; 1281; 1356; 1915; 2321; 2335; 3075; 3501; 712; 5225; 6439; 7038; 7173; 4969; 653509	ENSG00000115414; ENSG00000211893; ENSG00000159251; ENSG00000000971; ENSG00000106809; ENSG00000096088; ENSG00000173369; ENSG00000122852; ENSG00000115705; ENSG00000159189; ENSG00000168878; ENSG00000175899; ENSG00000143632; ENSG00000156508; ENSG00000125730; ENSG00000047457; ENSG00000168542; ENSG00000164692; ENSG00000042832; ENSG00000102755; ENSG00000173372	1338	1327
2.16677586577e-11	6.93368277045e-10	GO:0043292	c	4	contractile fiber	58; 70; 1674; 4607; 4619; 4625; 4629; 4633; 6711; 10398; 27063	ENSG00000101335; ENSG00000159251; ENSG00000175084; ENSG00000111245; ENSG00000115306; ENSG00000143632; ENSG00000134571; ENSG00000109061; ENSG00000092054; ENSG00000148677; ENSG00000133392	222	222
6.65802445176e-11	1.1813605639e-09	GO:0065010	c	3	extracellular membrane-bounded organelle	2; 58; 70; 397; 713; 714; 718; 1278; 1356; 1674; 1808; 1915; 2335; 3075; 3501; 4151; 712; 4629; 5225; 5336; 6480; 6711; 7450; 8826; 115207; 643834; 26986; 4969	ENSG00000115414; ENSG00000175084; ENSG00000229859; ENSG00000175899; ENSG00000178695; ENSG00000047457; ENSG00000211893; ENSG00000198125; ENSG00000173369; ENSG00000140575; ENSG00000159189; ENSG00000073849; ENSG00000115306; ENSG00000133392; ENSG00000070756; ENSG00000111348; ENSG00000092964; ENSG00000197943; ENSG00000096088; ENSG00000156508; ENSG00000125730; ENSG00000159251; ENSG00000106809; ENSG00000110799; ENSG00000143632; ENSG00000173372; ENSG00000000971; ENSG00000164692	2779	2768
6.65802445176e-11	1.06528391228e-09	GO:0070062	c	4	extracellular exosome	2; 58; 70; 397; 713; 714; 718; 1278; 1356; 1674; 1808; 1915; 2335; 3075; 3501; 4151; 712; 4629; 5225; 5336; 6480; 6711; 7450; 8826; 115207; 643834; 26986; 4969	ENSG00000115414; ENSG00000175084; ENSG00000229859; ENSG00000175899; ENSG00000178695; ENSG00000047457; ENSG00000211893; ENSG00000198125; ENSG00000173369; ENSG00000140575; ENSG00000159189; ENSG00000073849; ENSG00000115306; ENSG00000133392; ENSG00000070756; ENSG00000111348; ENSG00000092964; ENSG00000197943; ENSG00000096088; ENSG00000156508; ENSG00000125730; ENSG00000159251; ENSG00000106809; ENSG00000110799; ENSG00000143632; ENSG00000173372; ENSG00000000971; ENSG00000164692	2779	2768
7.45452611128e-11	7.45452611128e-10	GO:0043230	c	2	extracellular organelle	2; 58; 70; 397; 713; 714; 718; 1278; 1356; 1674; 1808; 1915; 2335; 3075; 3501; 4151; 712; 4629; 5225; 5336; 6480; 6711; 7450; 8826; 115207; 643834; 26986; 4969	ENSG00000115414; ENSG00000175084; ENSG00000229859; ENSG00000175899; ENSG00000178695; ENSG00000047457; ENSG00000211893; ENSG00000198125; ENSG00000173369; ENSG00000140575; ENSG00000159189; ENSG00000073849; ENSG00000115306; ENSG00000133392; ENSG00000070756; ENSG00000111348; ENSG00000092964; ENSG00000197943; ENSG00000096088; ENSG00000156508; ENSG00000125730; ENSG00000159251; ENSG00000106809; ENSG00000110799; ENSG00000143632; ENSG00000173372; ENSG00000000971; ENSG00000164692	2792	2781
7.45452611128e-11	1.1813605639e-09	GO:1903561	c	3	extracellular vesicle	2; 58; 70; 397; 713; 714; 718; 1278; 1356; 1674; 1808; 1915; 2335; 3075; 3501; 4151; 712; 4629; 5225; 5336; 6480; 6711; 7450; 8826; 115207; 643834; 26986; 4969	ENSG00000115414; ENSG00000175084; ENSG00000229859; ENSG00000175899; ENSG00000178695; ENSG00000047457; ENSG00000211893; ENSG00000198125; ENSG00000173369; ENSG00000140575; ENSG00000159189; ENSG00000073849; ENSG00000115306; ENSG00000133392; ENSG00000070756; ENSG00000111348; ENSG00000092964; ENSG00000197943; ENSG00000096088; ENSG00000156508; ENSG00000125730; ENSG00000159251; ENSG00000106809; ENSG00000110799; ENSG00000143632; ENSG00000173372; ENSG00000000971; ENSG00000164692	2792	2781
8.24205044582e-11	1.1813605639e-09	GO:0030017	c	3	sarcomere	58; 70; 1674; 4607; 4619; 4625; 4633; 6711; 10398; 27063	ENSG00000101335; ENSG00000159251; ENSG00000175084; ENSG00000111245; ENSG00000115306; ENSG00000143632; ENSG00000134571; ENSG00000109061; ENSG00000092054; ENSG00000148677	185	185
1.98229220862e-10	1.07043779265e-08	GO:0072376	b	2	protein activation cascade	2; 713; 714; 718; 3075; 3501; 712; 7450	ENSG00000211893; ENSG00000173369; ENSG00000110799; ENSG00000159189; ENSG00000175899; ENSG00000173372; ENSG00000125730; ENSG00000000971	95	94
2.86440047798e-10	2.57796043019e-09	GO:0030016	c	5	myofibril	58; 70; 1674; 4607; 4619; 4625; 4633; 6711; 10398; 27063	ENSG00000101335; ENSG00000159251; ENSG00000175084; ENSG00000111245; ENSG00000115306; ENSG00000143632; ENSG00000134571; ENSG00000109061; ENSG00000092054; ENSG00000148677	210	210
