p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
8.19923854271e-25	3.64802628976e-23	GO:0065010	c	3	extracellular membrane-bounded organelle	60; 71; 81; 302; 822; 999; 1265; 1410; 103910; 1601; 2028; 2170; 2760; 3856; 3875; 3936; 3956; 4036; 4070; 4072; 4478; 4627; 4628; 4668; 4758; 801; 5652; 5660; 953; 6282; 6385; 6515; 6565; 7103; 7113; 7360; 8407; 8826; 1476; 9948; 10092; 10109; 10158; 7171; 10397; 10487; 10965; 11034; 11254; 79026; 55748; 80736; 50848; 54331; 22949; 23576; 25932; 64129	MYH10; SLC2A3; GM2A; TSPAN8; ACTG1; SDC4; TINAGL1; CRYAB; MSN; FABP3; PDZK1IP1; PRSS8; S100A11; DAB2; KRT8; LCP1; UGP2; ENPEP; WDR1; CALM1; TPM4; AHNAK; MYH9; CAP1; IQGAP1; F11R; TACSTD2; TAGLN2; SLC6A14; CLIC4; ANXA2; SLC44A4; ENTPD1; CSTB; ARPC2; TMPRSS2; PTGR1; ARPC5; CDH1; NAGA; SLC15A2; EPCAM; LGALS1; CAPG; ACOT2; CNDP2; LRP2; MYL12B; ACTN4; DSTN; CNN2; PSAP; DDAH1; GNG2; ACTB; NEU1; NDRG1; KRT18	2779	2411
8.19923854271e-25	4.59157358392e-23	GO:0070062	c	4	extracellular exosome	60; 71; 81; 302; 822; 103910; 999; 1265; 1410; 1476; 1601; 2028; 2170; 2760; 3856; 3875; 3936; 3956; 4036; 4070; 4072; 4478; 4627; 4628; 4668; 4758; 801; 5652; 5660; 953; 6282; 6385; 6515; 6565; 7103; 7113; 7360; 8407; 8826; 9948; 10092; 10109; 10158; 7171; 10397; 10487; 10965; 11034; 11254; 79026; 55748; 80736; 50848; 54331; 22949; 23576; 25932; 64129	MYH10; SLC2A3; GM2A; TSPAN8; ACTG1; SDC4; TINAGL1; CRYAB; MSN; FABP3; PDZK1IP1; PRSS8; S100A11; DAB2; KRT8; LCP1; UGP2; ENPEP; WDR1; CALM1; TPM4; AHNAK; MYH9; CAP1; IQGAP1; F11R; TACSTD2; TAGLN2; SLC6A14; CLIC4; ANXA2; SLC44A4; ENTPD1; CSTB; ARPC2; TMPRSS2; PTGR1; ARPC5; CDH1; NAGA; SLC15A2; EPCAM; LGALS1; CAPG; ACOT2; CNDP2; LRP2; MYL12B; ACTN4; DSTN; CNN2; PSAP; DDAH1; GNG2; ACTB; NEU1; NDRG1; KRT18	2779	2411
1.08896307157e-24	5.22702274353e-23	GO:0043230	c	2	extracellular organelle	60; 71; 81; 302; 822; 999; 1265; 1410; 103910; 1601; 2028; 2170; 2760; 3856; 3875; 3936; 3956; 4036; 4070; 4072; 4478; 4627; 4628; 4668; 4758; 801; 5652; 5660; 953; 6282; 6385; 6515; 6565; 55748; 7103; 7113; 7360; 8407; 8826; 1476; 9948; 10092; 10109; 10158; 7171; 10397; 10487; 10965; 11034; 11254; 79026; 80736; 50848; 54331; 22949; 23576; 25932; 64129	MYH10; SLC2A3; GM2A; TSPAN8; ACTG1; SDC4; TINAGL1; CRYAB; MSN; FABP3; PDZK1IP1; PRSS8; S100A11; DAB2; KRT8; LCP1; UGP2; ENPEP; WDR1; CALM1; TPM4; AHNAK; MYH9; CAP1; IQGAP1; F11R; TACSTD2; TAGLN2; SLC6A14; CLIC4; ANXA2; SLC44A4; ENTPD1; CSTB; ARPC2; TMPRSS2; PTGR1; ARPC5; CDH1; NAGA; SLC15A2; EPCAM; LGALS1; CAPG; ACOT2; CNDP2; LRP2; MYL12B; ACTN4; DSTN; CNN2; PSAP; DDAH1; GNG2; ACTB; NEU1; NDRG1; KRT18	2792	2424
1.08896307157e-24	3.64802628976e-23	GO:1903561	c	3	extracellular vesicle	60; 71; 81; 302; 822; 999; 1265; 1410; 103910; 1601; 2028; 2170; 2760; 3856; 3875; 3936; 3956; 4036; 4070; 4072; 4478; 4627; 4628; 4668; 4758; 801; 5652; 5660; 953; 6282; 6385; 6515; 6565; 7103; 7113; 7360; 8407; 8826; 1476; 9948; 10092; 10109; 10158; 7171; 10397; 10487; 10965; 11034; 11254; 79026; 55748; 80736; 50848; 54331; 22949; 23576; 25932; 64129	MYH10; SLC2A3; GM2A; TSPAN8; ACTG1; SDC4; TINAGL1; CRYAB; MSN; FABP3; PDZK1IP1; PRSS8; S100A11; DAB2; KRT8; LCP1; UGP2; ENPEP; WDR1; CALM1; TPM4; AHNAK; MYH9; CAP1; IQGAP1; F11R; TACSTD2; TAGLN2; SLC6A14; CLIC4; ANXA2; SLC44A4; ENTPD1; CSTB; ARPC2; TMPRSS2; PTGR1; ARPC5; CDH1; NAGA; SLC15A2; EPCAM; LGALS1; CAPG; ACOT2; CNDP2; LRP2; MYL12B; ACTN4; DSTN; CNN2; PSAP; DDAH1; GNG2; ACTB; NEU1; NDRG1; KRT18	2792	2424
3.6429346932e-20	8.13588748148e-19	GO:0031988	c	3	membrane-bounded vesicle	60; 71; 81; 302; 822; 999; 1265; 1410; 103910; 1601; 2028; 2170; 2760; 3856; 3875; 3936; 3956; 4036; 4070; 4072; 4478; 4627; 4628; 4668; 4758; 801; 5652; 5660; 953; 6282; 6385; 6515; 6565; 7103; 7113; 7360; 8407; 8826; 1476; 9948; 10092; 10109; 10158; 7171; 10397; 10487; 10965; 11034; 11254; 79026; 55748; 80736; 7114; 50848; 54331; 22949; 23576; 25932; 64129	MYH10; SLC2A3; GM2A; TSPAN8; ACTG1; TMSB4X; SDC4; TINAGL1; CRYAB; MSN; FABP3; PDZK1IP1; PRSS8; S100A11; DAB2; KRT8; LCP1; UGP2; ENPEP; WDR1; CALM1; TPM4; AHNAK; MYH9; CAP1; IQGAP1; F11R; TACSTD2; TAGLN2; SLC6A14; CLIC4; ANXA2; SLC44A4; ENTPD1; CSTB; ARPC2; TMPRSS2; PTGR1; ARPC5; CDH1; NAGA; SLC15A2; EPCAM; LGALS1; CAPG; ACOT2; CNDP2; LRP2; MYL12B; ACTN4; DSTN; CNN2; PSAP; DDAH1; GNG2; ACTB; NEU1; NDRG1; KRT18	3514	3082
2.02389836661e-19	4.85735607985e-18	GO:0031982	c	2	vesicle	60; 71; 81; 302; 822; 999; 1265; 1410; 103910; 1601; 2028; 2170; 2760; 3856; 3875; 3936; 3956; 4036; 4070; 4072; 4478; 4627; 4628; 4668; 4758; 801; 5652; 5660; 953; 6282; 6385; 6515; 6565; 55748; 7103; 7113; 7360; 8407; 8826; 1476; 9948; 10092; 10109; 10158; 7171; 10397; 10487; 10965; 11034; 11254; 79026; 80736; 7114; 50848; 54331; 22949; 23576; 25932; 64129	MYH10; SLC2A3; GM2A; TSPAN8; ACTG1; TMSB4X; SDC4; TINAGL1; CRYAB; MSN; FABP3; PDZK1IP1; PRSS8; S100A11; DAB2; KRT8; LCP1; UGP2; ENPEP; WDR1; CALM1; TPM4; AHNAK; MYH9; CAP1; IQGAP1; F11R; TACSTD2; TAGLN2; SLC6A14; CLIC4; ANXA2; SLC44A4; ENTPD1; CSTB; ARPC2; TMPRSS2; PTGR1; ARPC5; CDH1; NAGA; SLC15A2; EPCAM; LGALS1; CAPG; ACOT2; CNDP2; LRP2; MYL12B; ACTN4; DSTN; CNN2; PSAP; DDAH1; GNG2; ACTB; NEU1; NDRG1; KRT18	3633	3186
8.94826232858e-14	4.47413116429e-12	GO:0008092	m	3	cytoskeletal protein binding	60; 81; 302; 822; 999; 1265; 1410; 103910; 2170; 3936; 4478; 4627; 4628; 801; 7168; 8407; 9168; 9948; 10092; 10109; 7171; 10397; 10487; 11034; 114793; 7114	MYH10; TPM4; TMSB4X; CRYAB; MSN; TMSB10; FABP3; NDRG1; CALM1; FMNL2; MYH9; CAP1; TPM1; CDH1; TAGLN2; ANXA2; WDR1; ARPC2; ARPC5; DSTN; LCP1; CAPG; MYL12B; CNN2; ACTN4; ACTB	804	726
3.2013542284e-13	3.84162507408e-12	GO:0015629	c	5	actin cytoskeleton	71; 81; 822; 103910; 999; 1265; 1410; 3936; 4627; 4628; 7168; 8826; 9948; 10092; 10109; 7171; 10487; 11034; 79026; 25932	MYH10; CLIC4; MYH9; MYL12B; WDR1; CNN2; ARPC2; AHNAK; ACTN4; CRYAB; CAP1; TPM1; DSTN; ARPC5; TPM4; CDH1; LCP1; CAPG; IQGAP1; ACTG1	444	405
3.53530671466e-12	1.48482882016e-10	GO:0003779	m	4	actin binding	81; 822; 1265; 3936; 4478; 4627; 4628; 7168; 8407; 9168; 9948; 10092; 10109; 7171; 10487; 11034; 114793; 7114	MYH10; TPM4; WDR1; CNN2; FMNL2; ARPC2; MYH9; CAP1; TPM1; MSN; TMSB4X; TMSB10; ARPC5; ACTN4; LCP1; CAPG; TAGLN2; DSTN	392	354
1.11802790609e-11	2.38139943997e-09	GO:0030029	b	3	actin filament-based process	71; 81; 822; 1265; 3856; 3936; 4070; 4627; 4628; 6385; 7168; 9168; 9948; 10092; 10109; 7171; 10487; 11034; 114793; 7114; 50848	MYH10; CAPG; ACTG1; WDR1; CNN2; FMNL2; MYH9; ACTN4; SDC4; CAP1; TPM1; DSTN; TMSB4X; TMSB10; ARPC5; TPM4; ARPC2; TACSTD2; LCP1; KRT8; F11R	598	552
1.53020464613e-11	5.18739375039e-09	GO:0030036	b	4	actin cytoskeleton organization	71; 81; 822; 1265; 3856; 3936; 4070; 4627; 4628; 6385; 7168; 9168; 9948; 10092; 10109; 10487; 11034; 114793; 7114; 50848	MYH10; CAPG; ACTG1; WDR1; CNN2; FMNL2; MYH9; ACTN4; SDC4; CAP1; TPM1; DSTN; TMSB4X; TMSB10; ARPC5; ARPC2; TACSTD2; LCP1; KRT8; F11R	546	500
6.52173677767e-11	1.82608629775e-09	GO:0032432	c	4	actin filament bundle	81; 103910; 1265; 1410; 3936; 4627; 4628; 7168; 7171	MYH10; TPM4; MYL12B; CNN2; MYH9; CRYAB; TPM1; ACTN4; LCP1	60	58
1.49347868567e-10	2.5015767985e-09	GO:0005912	c	3	adherens junction	60; 71; 81; 999; 1265; 1601; 3936; 4478; 4627; 6385; 8826; 9414; 10092; 10109; 7171; 10397; 10487; 79026	TJP2; MYH9; ACTG1; CNN2; ARPC2; AHNAK; ACTN4; SDC4; CAP1; ARPC5; IQGAP1; MSN; TPM4; NDRG1; CDH1; DAB2; ACTB; LCP1	467	444
2.84373868713e-10	4.54998189941e-09	GO:0070161	c	2	anchoring junction	60; 71; 81; 999; 1265; 1601; 3936; 4478; 4627; 6385; 8826; 9414; 10092; 10109; 7171; 10397; 10487; 79026	TJP2; MYH9; ACTG1; CNN2; ARPC2; AHNAK; ACTN4; SDC4; CAP1; ARPC5; IQGAP1; MSN; TPM4; NDRG1; CDH1; DAB2; ACTB; LCP1	486	462
7.5982666157e-10	1.4183431016e-08	GO:0005925	c	4	focal adhesion	60; 71; 81; 999; 1265; 1601; 3936; 4478; 4627; 6385; 8826; 10092; 10109; 7171; 10487; 79026	MYH9; ACTG1; CNN2; ARPC2; AHNAK; ACTN4; SDC4; CAP1; ARPC5; IQGAP1; MSN; TPM4; CDH1; DAB2; ACTB; LCP1	388	372
