p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
6.44974762191e-13	3.35386876339e-11	GO:0097458	c	2	neuron part	547; 1917; 2778; 2782; 3925; 3984; 4130; 4744; 5217; 5864; 6622; 6804; 7345; 8507; 8514; 10409; 11332; 11346; 23413; 50861; 84446; 9143; 55450; 4897; 57030; 9783; 26012; 192683; 29993	ENSG00000198794; ENSG00000104888; ENSG00000100285; ENSG00000117016; ENSG00000106089; ENSG00000087460; ENSG00000101210; ENSG00000130294; ENSG00000127561; ENSG00000078369; ENSG00000176788; ENSG00000097021; ENSG00000070087; ENSG00000160469; ENSG00000105649; ENSG00000162545; ENSG00000106683; ENSG00000165802; ENSG00000145335; ENSG00000091129; ENSG00000197457; ENSG00000171992; ENSG00000124507; ENSG00000069424; ENSG00000154277; ENSG00000166963; ENSG00000117632; ENSG00000107130; ENSG00000171617	1179	1178
1.74049542041e-12	7.65817984982e-11	GO:0008092	m	3	cytoskeletal protein binding	226; 547; 808; 2170; 2782; 3797; 3798; 3800; 3925; 4130; 4744; 5217; 5864; 6622; 6804; 7533; 8507; 11346; 50861; 83988; 84446; 23046; 4897; 29993	ENSG00000121769; ENSG00000100285; ENSG00000106089; ENSG00000130294; ENSG00000168280; ENSG00000078369; ENSG00000070087; ENSG00000116852; ENSG00000160469; ENSG00000155980; ENSG00000160014; ENSG00000105649; ENSG00000104490; ENSG00000145335; ENSG00000091129; ENSG00000084731; ENSG00000171992; ENSG00000197457; ENSG00000124507; ENSG00000149925; ENSG00000166963; ENSG00000117632; ENSG00000128245; ENSG00000171617	804	803
2.20052372082e-11	7.1957125671e-09	GO:0031175	b	4	neuron projection development	349667; 1123; 1173; 1290; 3326; 3798; 3800; 3925; 3984; 4208; 4744; 5361; 5864; 7345; 7533; 8507; 8997; 23413; 50861; 84446; 4897; 56978; 26012; 29993	ENSG00000160145; ENSG00000100285; ENSG00000168280; ENSG00000152784; ENSG00000204262; ENSG00000096384; ENSG00000161203; ENSG00000160469; ENSG00000155980; ENSG00000105649; ENSG00000106683; ENSG00000165802; ENSG00000124507; ENSG00000091129; ENSG00000186907; ENSG00000128656; ENSG00000197457; ENSG00000154277; ENSG00000117632; ENSG00000107130; ENSG00000114554; ENSG00000128245; ENSG00000081189; ENSG00000171617	907	906
6.95827006028e-11	1.80915021567e-09	GO:0043209	c	2	myelin sheath	481; 526; 1917; 2782; 523; 4744; 7345; 7532; 10376; 30845; 29993; 63908	ENSG00000125814; ENSG00000114573; ENSG00000078369; ENSG00000100285; ENSG00000154277; ENSG00000143153; ENSG00000124507; ENSG00000147416; ENSG00000123416; ENSG00000013016; ENSG00000101210; ENSG00000170027	169	169
1.01992295793e-10	1.66757403621e-08	GO:0007268	b	4	synaptic transmission	808; 1173; 2782; 3798; 4208; 5217; 5864; 6620; 6622; 6804; 7532; 7533; 8514; 8938; 83988; 84446; 54843; 57030; 9783; 26012; 63908	ENSG00000007516; ENSG00000160014; ENSG00000105649; ENSG00000078369; ENSG00000104490; ENSG00000137501; ENSG00000117016; ENSG00000165802; ENSG00000160469; ENSG00000104888; ENSG00000145335; ENSG00000074317; ENSG00000106089; ENSG00000069424; ENSG00000161203; ENSG00000070087; ENSG00000125814; ENSG00000128245; ENSG00000081189; ENSG00000155980; ENSG00000170027	729	727
2.19160782948e-10	4.79962114656e-08	GO:0030182	b	5	neuron differentiation	349667; 1123; 1173; 1290; 3326; 3798; 3800; 3925; 3984; 4208; 4744; 5361; 5864; 6252; 7345; 7532; 7533; 8507; 8543; 8997; 4897; 23413; 50861; 84446; 56978; 26012; 29993	ENSG00000160145; ENSG00000100285; ENSG00000168280; ENSG00000152784; ENSG00000204262; ENSG00000096384; ENSG00000161203; ENSG00000160469; ENSG00000155980; ENSG00000139970; ENSG00000105649; ENSG00000106683; ENSG00000165802; ENSG00000124507; ENSG00000091129; ENSG00000186907; ENSG00000128656; ENSG00000197457; ENSG00000143013; ENSG00000154277; ENSG00000117632; ENSG00000107130; ENSG00000114554; ENSG00000170027; ENSG00000128245; ENSG00000081189; ENSG00000171617	1296	1295
3.58904729008e-10	7.64467072788e-08	GO:0030030	b	3	cell projection organization	349667; 1123; 1173; 1290; 3326; 3798; 3800; 3925; 3984; 4208; 4744; 5217; 5361; 5864; 7345; 7533; 8507; 8997; 23413; 50861; 84446; 30845; 4897; 56978; 26012; 29887; 29993	ENSG00000160145; ENSG00000100285; ENSG00000086300; ENSG00000168280; ENSG00000152784; ENSG00000204262; ENSG00000013016; ENSG00000096384; ENSG00000161203; ENSG00000070087; ENSG00000160469; ENSG00000155980; ENSG00000105649; ENSG00000106683; ENSG00000165802; ENSG00000124507; ENSG00000091129; ENSG00000186907; ENSG00000128656; ENSG00000197457; ENSG00000154277; ENSG00000117632; ENSG00000107130; ENSG00000114554; ENSG00000128245; ENSG00000081189; ENSG00000171617	1325	1324
3.7956857765e-10	4.13729749639e-08	GO:0048666	b	4	neuron development	349667; 1123; 1173; 1290; 3326; 3798; 3800; 3925; 3984; 4208; 4744; 5361; 5864; 7345; 7533; 8507; 8997; 23413; 50861; 84446; 4897; 56978; 26012; 29993	ENSG00000160145; ENSG00000100285; ENSG00000168280; ENSG00000152784; ENSG00000204262; ENSG00000096384; ENSG00000161203; ENSG00000160469; ENSG00000155980; ENSG00000105649; ENSG00000106683; ENSG00000165802; ENSG00000124507; ENSG00000091129; ENSG00000186907; ENSG00000128656; ENSG00000197457; ENSG00000154277; ENSG00000117632; ENSG00000107130; ENSG00000114554; ENSG00000128245; ENSG00000081189; ENSG00000171617	1042	1041
6.39957053719e-10	5.23164891415e-08	GO:0007269	b	4	neurotransmitter secretion	4208; 5217; 5864; 6622; 6804; 8938; 84446; 54843; 57030; 9783; 63908	ENSG00000007516; ENSG00000105649; ENSG00000104888; ENSG00000117016; ENSG00000145335; ENSG00000106089; ENSG00000137501; ENSG00000070087; ENSG00000160469; ENSG00000081189; ENSG00000125814	161	160
7.25008996499e-10	4.78505937689e-08	GO:0043005	c	3	neuron projection	547; 2778; 2782; 3925; 3984; 4744; 5217; 5864; 6622; 6804; 7345; 8514; 10409; 11332; 11346; 23413; 50861; 55450; 4897; 57030; 26012; 29993	ENSG00000104888; ENSG00000100285; ENSG00000106089; ENSG00000087460; ENSG00000130294; ENSG00000078369; ENSG00000176788; ENSG00000097021; ENSG00000070087; ENSG00000105649; ENSG00000162545; ENSG00000106683; ENSG00000165802; ENSG00000124507; ENSG00000091129; ENSG00000171992; ENSG00000197457; ENSG00000145335; ENSG00000069424; ENSG00000154277; ENSG00000117632; ENSG00000107130	896	895
