p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
8.19243867092e-15	5.57085829622e-13	GO:0044707	b	2	single-multicellular organism process	71; 111; 133; 183; 341; 348; 467; 477; 482; 871; 1116; 1152; 1191; 1363; 1465; 1471; 1690; 1809; 1910; 2012; 2152; 2202; 2261; 2697; 2746; 2788; 3315; 3691; 3707; 4495; 4504; 4651; 4826; 5020; 5121; 5153; 5654; 5730; 6509; 6385; 6507; 6640; 6863; 7162; 7430; 7431; 23154; 7881; 8787; 9021; 9244; 9531; 9547; 10335; 10636; 84152; 81618; 9289; 347733; 23089; 23576; 57326; 57447; 57699; 91768; 27122; 30819	ENSG00000115902; ENSG00000136160; ENSG00000149257; ENSG00000242265; ENSG00000159176; ENSG00000173175; ENSG00000166033; ENSG00000087250; ENSG00000134508; ENSG00000072952; ENSG00000006016; ENSG00000183036; ENSG00000107317; ENSG00000101400; ENSG00000146242; ENSG00000145555; ENSG00000176533; ENSG00000152661; ENSG00000165795; ENSG00000113657; ENSG00000169220; ENSG00000151929; ENSG00000101405; ENSG00000145824; ENSG00000120049; ENSG00000129244; ENSG00000134531; ENSG00000153904; ENSG00000133048; ENSG00000137285; ENSG00000169282; ENSG00000125144; ENSG00000123360; ENSG00000108370; ENSG00000115380; ENSG00000135916; ENSG00000162772; ENSG00000018625; ENSG00000130203; ENSG00000026025; ENSG00000130208; ENSG00000050165; ENSG00000120885; ENSG00000166165; ENSG00000079215; ENSG00000148672; ENSG00000205336; ENSG00000100473; ENSG00000109472; ENSG00000124145; ENSG00000148926; ENSG00000068078; ENSG00000006128; ENSG00000184557; ENSG00000106211; ENSG00000092820; ENSG00000184009; ENSG00000132470; ENSG00000135744; ENSG00000053438; ENSG00000143772; ENSG00000020129; ENSG00000124772; ENSG00000131771; ENSG00000163346; ENSG00000101439; ENSG00000117525	6658	3669
3.8597389531e-12	1.89127208702e-10	GO:0005615	c	2	extracellular space	71; 133; 183; 341; 348; 871; 1116; 1152; 1191; 1471; 1809; 2023; 2152; 2202; 3310; 3311; 3315; 4504; 5020; 5654; 5730; 6863; 7430; 8404; 9244; 9547; 27122	ENSG00000107317; ENSG00000149257; ENSG00000087250; ENSG00000006016; ENSG00000166033; ENSG00000113657; ENSG00000101405; ENSG00000145824; ENSG00000133048; ENSG00000152583; ENSG00000050165; ENSG00000115380; ENSG00000130203; ENSG00000130208; ENSG00000120885; ENSG00000166165; ENSG00000225217; ENSG00000074800; ENSG00000092820; ENSG00000148926; ENSG00000006128; ENSG00000106211; ENSG00000184009; ENSG00000135744; ENSG00000173110; ENSG00000101439; ENSG00000117525	1338	684
5.77973954296e-12	1.96511144461e-10	GO:0044700	b	2	single organism signaling	71; 111; 133; 183; 217; 348; 467; 477; 482; 1116; 1191; 1363; 1910; 2152; 2202; 2261; 2550; 2697; 2746; 2752; 2788; 3315; 3691; 3707; 4501; 4502; 4504; 4651; 4826; 5020; 5153; 5654; 5909; 6509; 6385; 6507; 6863; 7164; 7430; 7431; 23154; 7881; 8404; 8787; 9021; 9244; 9531; 9547; 9672; 10335; 10636; 10768; 10776; 84152; 81618; 9289; 23089; 23576; 57447; 27122; 30819	ENSG00000115902; ENSG00000136160; ENSG00000242265; ENSG00000162512; ENSG00000101405; ENSG00000173175; ENSG00000166033; ENSG00000087250; ENSG00000072952; ENSG00000006016; ENSG00000135821; ENSG00000076864; ENSG00000145555; ENSG00000176533; ENSG00000187193; ENSG00000108370; ENSG00000165795; ENSG00000205336; ENSG00000169220; ENSG00000111275; ENSG00000204681; ENSG00000145824; ENSG00000120049; ENSG00000129244; ENSG00000128989; ENSG00000153904; ENSG00000133048; ENSG00000125148; ENSG00000168710; ENSG00000169282; ENSG00000123360; ENSG00000152583; ENSG00000050165; ENSG00000115380; ENSG00000135916; ENSG00000162772; ENSG00000018625; ENSG00000130203; ENSG00000026025; ENSG00000120885; ENSG00000092820; ENSG00000079215; ENSG00000148672; ENSG00000152661; ENSG00000109472; ENSG00000124145; ENSG00000148926; ENSG00000068078; ENSG00000006128; ENSG00000184557; ENSG00000106211; ENSG00000184009; ENSG00000132470; ENSG00000135744; ENSG00000053438; ENSG00000143772; ENSG00000020129; ENSG00000151929; ENSG00000111907; ENSG00000131771; ENSG00000117525	6125	3474
1.21314869161e-11	3.06926618977e-09	GO:0048731	b	3	system development	71; 133; 183; 348; 467; 871; 1116; 1152; 1191; 1363; 1471; 1809; 1910; 2152; 2202; 2261; 2697; 2746; 3315; 3691; 3707; 4495; 4504; 4651; 4826; 5020; 5121; 5153; 5654; 6385; 6507; 7162; 7430; 7431; 23154; 7881; 8787; 9021; 9244; 9531; 9547; 10636; 81618; 9289; 347733; 23089; 23576; 57447; 57699; 27122; 30819	ENSG00000136160; ENSG00000149257; ENSG00000242265; ENSG00000087250; ENSG00000006016; ENSG00000183036; ENSG00000145555; ENSG00000123360; ENSG00000108370; ENSG00000165795; ENSG00000113657; ENSG00000169220; ENSG00000151929; ENSG00000101405; ENSG00000145824; ENSG00000120049; ENSG00000146242; ENSG00000153904; ENSG00000133048; ENSG00000137285; ENSG00000169282; ENSG00000125144; ENSG00000166033; ENSG00000050165; ENSG00000115380; ENSG00000135916; ENSG00000162772; ENSG00000130203; ENSG00000026025; ENSG00000120885; ENSG00000166165; ENSG00000079215; ENSG00000148672; ENSG00000152661; ENSG00000109472; ENSG00000124145; ENSG00000148926; ENSG00000068078; ENSG00000205336; ENSG00000184557; ENSG00000106211; ENSG00000092820; ENSG00000184009; ENSG00000132470; ENSG00000135744; ENSG00000053438; ENSG00000143772; ENSG00000020129; ENSG00000124772; ENSG00000101439; ENSG00000117525	4205	2530
4.7252428876e-11	5.97743225281e-09	GO:0007154	b	3	cell communication	71; 111; 133; 183; 217; 348; 467; 477; 482; 1116; 1191; 1363; 1910; 2152; 2202; 2261; 2550; 2697; 2746; 2752; 2788; 3315; 3691; 3707; 4501; 4502; 4504; 4651; 4826; 5020; 5153; 5654; 5909; 6509; 6385; 6507; 6863; 7164; 7430; 7431; 23154; 7881; 8404; 8787; 9021; 9244; 9531; 9547; 9672; 10335; 10636; 10768; 10776; 84152; 81618; 9289; 23089; 23576; 57447; 27122; 30819	ENSG00000115902; ENSG00000136160; ENSG00000242265; ENSG00000162512; ENSG00000101405; ENSG00000173175; ENSG00000166033; ENSG00000087250; ENSG00000072952; ENSG00000006016; ENSG00000135821; ENSG00000076864; ENSG00000145555; ENSG00000176533; ENSG00000187193; ENSG00000108370; ENSG00000165795; ENSG00000205336; ENSG00000169220; ENSG00000111275; ENSG00000204681; ENSG00000145824; ENSG00000120049; ENSG00000129244; ENSG00000128989; ENSG00000153904; ENSG00000133048; ENSG00000125148; ENSG00000168710; ENSG00000169282; ENSG00000123360; ENSG00000152583; ENSG00000050165; ENSG00000115380; ENSG00000135916; ENSG00000162772; ENSG00000018625; ENSG00000130203; ENSG00000026025; ENSG00000120885; ENSG00000092820; ENSG00000079215; ENSG00000148672; ENSG00000152661; ENSG00000109472; ENSG00000124145; ENSG00000148926; ENSG00000068078; ENSG00000006128; ENSG00000184557; ENSG00000106211; ENSG00000184009; ENSG00000132470; ENSG00000135744; ENSG00000053438; ENSG00000143772; ENSG00000020129; ENSG00000151929; ENSG00000111907; ENSG00000131771; ENSG00000117525	6343	3633
9.30060993603e-11	7.84351437938e-09	GO:0007275	b	3	multicellular organismal development	71; 133; 183; 348; 467; 871; 1116; 1152; 1191; 1363; 1471; 1809; 1910; 2012; 2152; 2202; 2261; 2697; 2746; 3315; 3691; 3707; 4495; 4504; 4651; 4826; 5020; 5121; 5153; 5654; 6385; 6507; 7162; 7430; 7431; 23154; 7881; 8787; 9021; 9244; 9531; 9547; 10636; 81618; 9289; 347733; 23089; 23576; 57326; 57447; 57699; 27122; 30819	ENSG00000136160; ENSG00000149257; ENSG00000242265; ENSG00000087250; ENSG00000006016; ENSG00000183036; ENSG00000146242; ENSG00000145555; ENSG00000123360; ENSG00000108370; ENSG00000165795; ENSG00000113657; ENSG00000169220; ENSG00000151929; ENSG00000101405; ENSG00000145824; ENSG00000120049; ENSG00000134531; ENSG00000153904; ENSG00000133048; ENSG00000137285; ENSG00000169282; ENSG00000125144; ENSG00000166033; ENSG00000050165; ENSG00000115380; ENSG00000135916; ENSG00000162772; ENSG00000130203; ENSG00000026025; ENSG00000120885; ENSG00000166165; ENSG00000079215; ENSG00000148672; ENSG00000152661; ENSG00000109472; ENSG00000124145; ENSG00000148926; ENSG00000068078; ENSG00000205336; ENSG00000184557; ENSG00000106211; ENSG00000092820; ENSG00000184009; ENSG00000132470; ENSG00000135744; ENSG00000053438; ENSG00000143772; ENSG00000020129; ENSG00000124772; ENSG00000163346; ENSG00000101439; ENSG00000117525	4759	2858
4.74322761125e-10	1.16209076476e-08	GO:0097458	c	2	neuron part	348; 477; 1191; 1471; 1809; 2550; 2752; 4504; 4651; 5020; 5153; 6509; 6507; 6863; 7431; 23154; 7881; 8787; 9531; 9672; 10636; 84152; 57447; 57699	ENSG00000162512; ENSG00000204681; ENSG00000087250; ENSG00000135821; ENSG00000145555; ENSG00000123360; ENSG00000108370; ENSG00000165795; ENSG00000113657; ENSG00000169220; ENSG00000151929; ENSG00000101405; ENSG00000169282; ENSG00000115902; ENSG00000018625; ENSG00000130203; ENSG00000026025; ENSG00000120885; ENSG00000079215; ENSG00000006128; ENSG00000020129; ENSG00000124772; ENSG00000131771; ENSG00000101439	1179	663
6.14687205311e-10	3.88789657359e-08	GO:0007267	b	3	cell-cell signaling	111; 133; 183; 217; 348; 477; 2550; 2697; 2746; 2752; 2788; 4826; 5020; 6509; 6507; 6863; 23154; 7881; 9547; 10636; 9289; 30819	ENSG00000204681; ENSG00000173175; ENSG00000135821; ENSG00000176533; ENSG00000205336; ENSG00000169220; ENSG00000111275; ENSG00000101405; ENSG00000145824; ENSG00000135744; ENSG00000169282; ENSG00000115902; ENSG00000018625; ENSG00000130203; ENSG00000079215; ENSG00000148672; ENSG00000152661; ENSG00000148926; ENSG00000006128; ENSG00000120049; ENSG00000053438; ENSG00000020129	1238	559
6.47514127482e-10	1.46769868896e-08	GO:0048856	b	2	anatomical structure development	71; 133; 183; 230; 348; 467; 871; 1116; 1152; 1191; 1363; 1471; 1690; 1809; 1910; 2012; 2152; 2202; 2261; 2697; 2746; 3315; 3691; 3707; 4495; 4504; 4651; 4826; 5020; 5121; 5153; 5654; 6385; 6507; 7162; 7430; 7431; 23154; 7881; 8787; 9021; 9244; 9531; 9547; 10636; 81618; 9289; 347733; 23089; 23576; 57447; 57699; 27122; 30819	ENSG00000136160; ENSG00000149257; ENSG00000242265; ENSG00000109107; ENSG00000087250; ENSG00000006016; ENSG00000183036; ENSG00000146242; ENSG00000145555; ENSG00000123360; ENSG00000100473; ENSG00000165795; ENSG00000113657; ENSG00000169220; ENSG00000151929; ENSG00000101405; ENSG00000145824; ENSG00000120049; ENSG00000134531; ENSG00000153904; ENSG00000133048; ENSG00000137285; ENSG00000169282; ENSG00000125144; ENSG00000166033; ENSG00000108370; ENSG00000115380; ENSG00000135916; ENSG00000162772; ENSG00000130203; ENSG00000026025; ENSG00000050165; ENSG00000120885; ENSG00000166165; ENSG00000079215; ENSG00000148672; ENSG00000152661; ENSG00000109472; ENSG00000124145; ENSG00000148926; ENSG00000068078; ENSG00000205336; ENSG00000184557; ENSG00000106211; ENSG00000092820; ENSG00000184009; ENSG00000132470; ENSG00000135744; ENSG00000053438; ENSG00000143772; ENSG00000020129; ENSG00000124772; ENSG00000101439; ENSG00000117525	5056	3102
6.92878736974e-10	4.50371179033e-08	GO:0043005	c	3	neuron projection	348; 477; 1191; 1471; 1809; 2550; 2752; 4504; 4651; 5020; 6509; 6507; 6863; 7431; 23154; 7881; 9531; 9672; 10636; 57447; 57699	ENSG00000115902; ENSG00000162512; ENSG00000101405; ENSG00000020129; ENSG00000018625; ENSG00000113657; ENSG00000169220; ENSG00000026025; ENSG00000204681; ENSG00000135821; ENSG00000087250; ENSG00000120885; ENSG00000124772; ENSG00000079215; ENSG00000151929; ENSG00000169282; ENSG00000130203; ENSG00000165795; ENSG00000145555; ENSG00000101439; ENSG00000006128	896	509
