p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
4.03010595916e-08	2.3777625159e-06	GO:0065009	b	2	regulation of molecular function	88; 111; 402; 613; 2280; 2550; 4043; 5153; 5502; 5510; 5530; 5569; 5594; 5662; 5909; 7067; 7164; 7881; 8787; 9495; 9732; 10235; 10636; 10776; 84152; 81831; 114882; 51422; 55188; 23531; 23640; 9747; 26037; 30819	ENSG00000068831; ENSG00000091039; ENSG00000115685; ENSG00000173175; ENSG00000088832; ENSG00000171033; ENSG00000128512; ENSG00000076864; ENSG00000123360; ENSG00000213465; ENSG00000126351; ENSG00000100030; ENSG00000204681; ENSG00000120049; ENSG00000128989; ENSG00000077522; ENSG00000169282; ENSG00000108960; ENSG00000138814; ENSG00000186716; ENSG00000133265; ENSG00000059915; ENSG00000179841; ENSG00000135447; ENSG00000108370; ENSG00000171208; ENSG00000131771; ENSG00000106617; ENSG00000198420; ENSG00000169220; ENSG00000197555; ENSG00000111907; ENSG00000163956; ENSG00000111785	2699	2691
4.52915856617e-07	1.33610177702e-05	GO:0065008	b	2	regulation of biological quality	87; 88; 111; 271; 402; 490; 613; 771; 1152; 1428; 1690; 2280; 4023; 4311; 4826; 5153; 5530; 5594; 6863; 7067; 7162; 23154; 9495; 10235; 10636; 143686; 84152; 79085; 114882; 84649; 23178; 57464; 26037; 92211; 27122; 160851; 30819	ENSG00000068831; ENSG00000125648; ENSG00000091039; ENSG00000148600; ENSG00000173175; ENSG00000116337; ENSG00000149212; ENSG00000088832; ENSG00000128578; ENSG00000123360; ENSG00000213465; ENSG00000126351; ENSG00000115687; ENSG00000100030; ENSG00000197555; ENSG00000146242; ENSG00000196549; ENSG00000070961; ENSG00000072110; ENSG00000062282; ENSG00000138814; ENSG00000103316; ENSG00000186716; ENSG00000179841; ENSG00000166165; ENSG00000077522; ENSG00000100473; ENSG00000102780; ENSG00000120049; ENSG00000006128; ENSG00000175445; ENSG00000050165; ENSG00000169220; ENSG00000074410; ENSG00000053438; ENSG00000020129; ENSG00000131771	3431	3422
1.17162463632e-06	6.44393549976e-05	GO:0036477	c	3	somatodendritic compartment	88; 490; 2550; 4311; 5153; 5594; 6863; 23154; 7881; 9495; 10636; 84152; 57699; 26037	ENSG00000006128; ENSG00000100030; ENSG00000204681; ENSG00000197555; ENSG00000179841; ENSG00000196549; ENSG00000070961; ENSG00000077522; ENSG00000020129; ENSG00000124772; ENSG00000169282; ENSG00000169220; ENSG00000131771; ENSG00000123360	605	604
9.01524142389e-06	0.000405685864075	GO:0044325	m	3	ion channel binding	87; 88; 2280; 7881; 9747; 30819	ENSG00000198420; ENSG00000088832; ENSG00000120049; ENSG00000072110; ENSG00000169282; ENSG00000077522	100	100
9.96547209874e-06	0.00146670359008	GO:0007268	b	4	synaptic transmission	88; 111; 2550; 2788; 5530; 5594; 6386; 6863; 23154; 7881; 9495; 10636; 26037; 30819	ENSG00000006128; ENSG00000020129; ENSG00000100030; ENSG00000173175; ENSG00000204681; ENSG00000120049; ENSG00000179841; ENSG00000197555; ENSG00000077522; ENSG00000137575; ENSG00000169282; ENSG00000169220; ENSG00000138814; ENSG00000176533	729	727
1.15421598696e-05	0.00146670359008	GO:0050790	b	4	regulation of catalytic activity	111; 402; 613; 2280; 2550; 5153; 5502; 5510; 5569; 5594; 5662; 5909; 7164; 8787; 9495; 9732; 10235; 10636; 10776; 84152; 51422; 114882; 55188; 23531; 23640; 26037	ENSG00000068831; ENSG00000091039; ENSG00000115685; ENSG00000173175; ENSG00000088832; ENSG00000171033; ENSG00000128512; ENSG00000076864; ENSG00000123360; ENSG00000213465; ENSG00000100030; ENSG00000204681; ENSG00000128989; ENSG00000186716; ENSG00000108960; ENSG00000133265; ENSG00000059915; ENSG00000179841; ENSG00000135447; ENSG00000108370; ENSG00000106617; ENSG00000169220; ENSG00000197555; ENSG00000111907; ENSG00000131771; ENSG00000111785	2224	2217
1.56587571895e-05	0.00146670359008	GO:0010646	b	4	regulation of cell communication	88; 402; 613; 2280; 2788; 4043; 4826; 5530; 5594; 5662; 5909; 6386; 6863; 7067; 7164; 23154; 8408; 8787; 9495; 9796; 10636; 10776; 143686; 81831; 114882; 55188; 23089; 23178; 56937; 26037; 27122	ENSG00000091039; ENSG00000115687; ENSG00000149212; ENSG00000124225; ENSG00000088832; ENSG00000076864; ENSG00000176533; ENSG00000213465; ENSG00000126351; ENSG00000169220; ENSG00000242265; ENSG00000128989; ENSG00000168490; ENSG00000077522; ENSG00000138814; ENSG00000186716; ENSG00000059915; ENSG00000179841; ENSG00000108370; ENSG00000137575; ENSG00000171208; ENSG00000177169; ENSG00000006128; ENSG00000050165; ENSG00000100030; ENSG00000197555; ENSG00000053438; ENSG00000020129; ENSG00000111907; ENSG00000163956; ENSG00000111785	3007	2994
1.57915957679e-05	0.00254468836021	GO:0023051	b	3	regulation of signaling	88; 402; 613; 2280; 2788; 4008; 4043; 4826; 5530; 5594; 5662; 5909; 6386; 6863; 7067; 7164; 23154; 8787; 9495; 10636; 10776; 143686; 81831; 114882; 55188; 23089; 23178; 56937; 26037; 27122	ENSG00000091039; ENSG00000115687; ENSG00000149212; ENSG00000124225; ENSG00000088832; ENSG00000076864; ENSG00000176533; ENSG00000213465; ENSG00000126351; ENSG00000169220; ENSG00000242265; ENSG00000128989; ENSG00000077522; ENSG00000136153; ENSG00000138814; ENSG00000186716; ENSG00000059915; ENSG00000179841; ENSG00000108370; ENSG00000137575; ENSG00000171208; ENSG00000006128; ENSG00000050165; ENSG00000100030; ENSG00000197555; ENSG00000053438; ENSG00000020129; ENSG00000111907; ENSG00000163956; ENSG00000111785	2857	2843
2.18280654742e-05	0.000491131473169	GO:0060589	m	3	nucleoside-triphosphatase regulator activity	402; 613; 5909; 8787; 9732; 10636; 55188; 23640; 26037	ENSG00000133265; ENSG00000213465; ENSG00000169220; ENSG00000197555; ENSG00000108370; ENSG00000186716; ENSG00000128512; ENSG00000076864; ENSG00000111785	315	315
2.66341795886e-05	0.000719122848892	GO:0030234	m	2	enzyme regulator activity	402; 613; 5502; 5510; 5569; 5909; 8787; 9732; 10636; 10776; 84152; 51422; 55188; 23640; 26037	ENSG00000111785; ENSG00000213465; ENSG00000197555; ENSG00000115685; ENSG00000106617; ENSG00000133265; ENSG00000128989; ENSG00000169220; ENSG00000135447; ENSG00000171033; ENSG00000186716; ENSG00000128512; ENSG00000076864; ENSG00000131771; ENSG00000108370	905	903
