p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
1.19083764047e-10	5.71602067428e-09	GO:0005886	c	2	plasma membrane	286; 476; 816; 868; 2026; 2035; 2185; 2532; 3603; 4185; 5310; 6793; 6812; 7074; 8324; 8482; 8527; 9454; 9746; 10207; 10867; 11188; 51332; 112476; 112755; 266727; 51474; 84958; 85358; 93664; 153090; 23048; 55890; 23345; 23362; 23373; 23396; 23654; 25837; 57449; 57731; 26119; 10125; 326624; 64787; 65009	ENSG00000172575; ENSG00000029534; ENSG00000114423; ENSG00000172349; ENSG00000157978; ENSG00000186111; ENSG00000136848; ENSG00000008710; ENSG00000073670; ENSG00000172794; ENSG00000105662; ENSG00000072786; ENSG00000120899; ENSG00000155760; ENSG00000058404; ENSG00000010322; ENSG00000170412; ENSG00000050405; ENSG00000131018; ENSG00000163399; ENSG00000099365; ENSG00000138623; ENSG00000081803; ENSG00000213088; ENSG00000159023; ENSG00000160460; ENSG00000132849; ENSG00000077044; ENSG00000167371; ENSG00000156299; ENSG00000156011; ENSG00000139182; ENSG00000171680; ENSG00000111674; ENSG00000167964; ENSG00000142765; ENSG00000177106; ENSG00000137877; ENSG00000136854; ENSG00000187239; ENSG00000251322; ENSG00000051128; ENSG00000011105; ENSG00000196576; ENSG00000112139; ENSG00000103034	4864	2345
3.16243227389e-10	7.58983745734e-09	GO:0071944	c	2	cell periphery	286; 476; 816; 868; 2026; 2035; 2185; 2532; 3603; 4185; 5310; 6793; 6812; 7074; 8324; 8482; 8527; 9454; 9746; 10207; 10867; 11188; 51332; 112476; 112755; 266727; 51474; 84958; 85358; 93664; 153090; 23048; 55890; 23345; 23362; 23373; 23396; 23654; 25837; 57449; 57731; 26119; 10125; 326624; 64787; 65009	ENSG00000172575; ENSG00000029534; ENSG00000114423; ENSG00000172349; ENSG00000157978; ENSG00000186111; ENSG00000136848; ENSG00000008710; ENSG00000073670; ENSG00000172794; ENSG00000105662; ENSG00000072786; ENSG00000120899; ENSG00000155760; ENSG00000058404; ENSG00000010322; ENSG00000170412; ENSG00000050405; ENSG00000131018; ENSG00000163399; ENSG00000099365; ENSG00000138623; ENSG00000081803; ENSG00000213088; ENSG00000159023; ENSG00000160460; ENSG00000132849; ENSG00000077044; ENSG00000167371; ENSG00000156299; ENSG00000156011; ENSG00000139182; ENSG00000171680; ENSG00000111674; ENSG00000167964; ENSG00000142765; ENSG00000177106; ENSG00000137877; ENSG00000136854; ENSG00000187239; ENSG00000251322; ENSG00000051128; ENSG00000011105; ENSG00000196576; ENSG00000112139; ENSG00000103034	4967	2411
6.09978214028e-09	9.75965142445e-08	GO:0097458	c	2	neuron part	286; 476; 816; 2026; 2185; 2353; 3983; 6812; 8497; 9145; 9454; 9746; 10382; 51332; 112755; 85358; 93664; 153090; 23108; 23373; 57731; 26119	ENSG00000029534; ENSG00000099365; ENSG00000099204; ENSG00000120899; ENSG00000081803; ENSG00000058404; ENSG00000163399; ENSG00000136848; ENSG00000137877; ENSG00000160460; ENSG00000170345; ENSG00000143847; ENSG00000157978; ENSG00000105662; ENSG00000139182; ENSG00000111674; ENSG00000132359; ENSG00000104833; ENSG00000136854; ENSG00000251322; ENSG00000051128; ENSG00000100321	1179	663
7.05955762837e-08	4.02394784817e-06	GO:0044700	b	2	single organism signaling	286; 476; 816; 868; 2185; 2353; 2532; 3304; 3911; 4185; 5310; 22976; 6793; 6812; 7074; 7089; 8324; 8482; 8497; 8527; 8822; 9145; 9315; 9454; 9746; 10207; 10645; 11188; 112755; 84033; 84958; 85358; 93664; 153090; 55160; 23108; 55890; 23362; 23396; 23543; 23654; 55636; 25837; 57449; 57731; 140710; 26119; 10125; 326624; 64714; 64787; 65009	ENSG00000172575; ENSG00000029534; ENSG00000114423; ENSG00000157978; ENSG00000186111; ENSG00000136848; ENSG00000130702; ENSG00000185615; ENSG00000008710; ENSG00000073670; ENSG00000158815; ENSG00000172794; ENSG00000072786; ENSG00000120899; ENSG00000155760; ENSG00000058404; ENSG00000010322; ENSG00000149639; ENSG00000170412; ENSG00000163399; ENSG00000099365; ENSG00000204388; ENSG00000138623; ENSG00000081803; ENSG00000170345; ENSG00000100320; ENSG00000171316; ENSG00000160460; ENSG00000143847; ENSG00000132849; ENSG00000077044; ENSG00000156299; ENSG00000065717; ENSG00000139182; ENSG00000074964; ENSG00000171680; ENSG00000134986; ENSG00000103034; ENSG00000167964; ENSG00000142765; ENSG00000132359; ENSG00000154358; ENSG00000136854; ENSG00000196576; ENSG00000251322; ENSG00000157212; ENSG00000051128; ENSG00000213088; ENSG00000100321; ENSG00000156011; ENSG00000110931; ENSG00000177106	6125	3474
1.10766471178e-07	2.37040248321e-05	GO:0030182	b	5	neuron differentiation	286; 816; 2185; 3983; 6812; 7074; 8324; 8482; 9315; 10472; 51332; 85358; 153090; 23108; 23362; 23373; 23396; 23543; 23654; 57731; 266727; 65009	ENSG00000029534; ENSG00000186111; ENSG00000099204; ENSG00000105662; ENSG00000120899; ENSG00000155760; ENSG00000058404; ENSG00000138623; ENSG00000136848; ENSG00000137877; ENSG00000160460; ENSG00000100320; ENSG00000179456; ENSG00000156299; ENSG00000156011; ENSG00000134986; ENSG00000132359; ENSG00000136854; ENSG00000251322; ENSG00000196576; ENSG00000112139; ENSG00000103034	1296	779
1.14004538202e-07	2.3712943946e-05	GO:0007154	b	3	cell communication	286; 476; 816; 868; 2185; 2353; 2532; 3304; 3911; 4185; 5310; 22976; 6793; 6812; 7074; 7089; 8324; 8482; 8497; 8527; 8822; 9145; 9315; 9454; 9746; 9796; 10207; 10645; 11188; 112755; 84033; 84958; 85358; 93664; 153090; 55160; 23108; 55890; 23362; 23396; 23543; 23654; 55636; 25837; 57449; 57731; 140710; 26119; 10125; 326624; 64714; 64787; 65009	ENSG00000172575; ENSG00000029534; ENSG00000114423; ENSG00000157978; ENSG00000186111; ENSG00000136848; ENSG00000130702; ENSG00000185615; ENSG00000008710; ENSG00000073670; ENSG00000158815; ENSG00000172794; ENSG00000072786; ENSG00000120899; ENSG00000155760; ENSG00000058404; ENSG00000010322; ENSG00000149639; ENSG00000170412; ENSG00000163399; ENSG00000099365; ENSG00000204388; ENSG00000138623; ENSG00000168490; ENSG00000081803; ENSG00000170345; ENSG00000100320; ENSG00000171316; ENSG00000160460; ENSG00000143847; ENSG00000132849; ENSG00000077044; ENSG00000156299; ENSG00000065717; ENSG00000139182; ENSG00000074964; ENSG00000171680; ENSG00000134986; ENSG00000103034; ENSG00000167964; ENSG00000142765; ENSG00000132359; ENSG00000154358; ENSG00000136854; ENSG00000196576; ENSG00000251322; ENSG00000157212; ENSG00000051128; ENSG00000213088; ENSG00000100321; ENSG00000156011; ENSG00000110931; ENSG00000177106	6343	3633
1.35668520881e-07	1.62802225057e-06	GO:0098794	c	2	postsynapse	286; 476; 816; 2185; 3983; 9454; 9746; 85358; 93664; 23345; 23362	ENSG00000029534; ENSG00000131018; ENSG00000163399; ENSG00000156011; ENSG00000139182; ENSG00000251322; ENSG00000051128; ENSG00000081803; ENSG00000120899; ENSG00000099204; ENSG00000058404	351	177
2.13046250708e-07	2.0452440068e-06	GO:0044463	c	2	cell projection part	286; 476; 816; 2185; 3983; 5310; 6812; 9145; 9454; 9746; 10382; 51332; 85358; 153090; 23396; 57731; 64787; 65009	ENSG00000177106; ENSG00000029534; ENSG00000051128; ENSG00000160460; ENSG00000163399; ENSG00000186111; ENSG00000139182; ENSG00000136848; ENSG00000251322; ENSG00000137877; ENSG00000008710; ENSG00000136854; ENSG00000100321; ENSG00000103034; ENSG00000104833; ENSG00000120899; ENSG00000099204; ENSG00000058404	885	547
2.85935570318e-07	2.97372993131e-05	GO:0050803	b	3	regulation of synapse structure or activity	816; 2185; 6812; 9145; 9746; 266727; 85358; 153090; 23373	ENSG00000136854; ENSG00000105662; ENSG00000139182; ENSG00000136848; ENSG00000251322; ENSG00000100321; ENSG00000112139; ENSG00000120899; ENSG00000058404	223	115
3.94318445712e-07	4.21920736912e-05	GO:0022008	b	5	neurogenesis	286; 816; 2185; 3983; 6812; 7074; 8324; 8482; 9315; 10472; 51332; 85358; 153090; 23108; 23362; 23373; 23396; 23543; 23654; 57731; 266727; 65009; 55636	ENSG00000029534; ENSG00000186111; ENSG00000099204; ENSG00000105662; ENSG00000120899; ENSG00000155760; ENSG00000058404; ENSG00000138623; ENSG00000136848; ENSG00000137877; ENSG00000160460; ENSG00000100320; ENSG00000171316; ENSG00000179456; ENSG00000156299; ENSG00000156011; ENSG00000134986; ENSG00000132359; ENSG00000136854; ENSG00000251322; ENSG00000196576; ENSG00000112139; ENSG00000103034	1494	910
