p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
8.48572557993e-17	1.73108801831e-14	GO:0042446	b	3	hormone biosynthetic process	231; 476; 949; 1583; 1584; 1586; 1589; 2230; 2232; 6770; 7038; 7173	ENSG00000160882; ENSG00000137714; ENSG00000073060; ENSG00000140459; ENSG00000115705; ENSG00000163399; ENSG00000161513; ENSG00000042832; ENSG00000148795; ENSG00000231852; ENSG00000085662; ENSG00000147465	63	38
1.14286948469e-15	6.17149521735e-14	GO:0042445	b	2	hormone metabolic process	231; 476; 949; 1583; 1584; 1586; 1589; 2230; 2232; 6770; 7038; 7173; 7849; 8694; 59342	ENSG00000160882; ENSG00000137714; ENSG00000073060; ENSG00000140459; ENSG00000115705; ENSG00000163399; ENSG00000121064; ENSG00000161513; ENSG00000042832; ENSG00000148795; ENSG00000231852; ENSG00000085662; ENSG00000147465; ENSG00000125618; ENSG00000185000	191	97
4.28835837999e-13	1.34225617294e-10	GO:0008202	b	4	steroid metabolic process	231; 476; 949; 1583; 1584; 1586; 1589; 1718; 2230; 2232; 3291; 5205; 6646; 6770; 8714; 29842	ENSG00000160882; ENSG00000137714; ENSG00000108846; ENSG00000161513; ENSG00000073060; ENSG00000140459; ENSG00000163399; ENSG00000081923; ENSG00000176387; ENSG00000116133; ENSG00000148795; ENSG00000231852; ENSG00000085662; ENSG00000147465; ENSG00000115112; ENSG00000057252	289	172
4.65473835276e-13	9.03019240436e-11	GO:0006694	b	5	steroid biosynthetic process	231; 476; 949; 1583; 1584; 1586; 1589; 1718; 2230; 2232; 3291; 6770; 29842	ENSG00000160882; ENSG00000137714; ENSG00000161513; ENSG00000073060; ENSG00000140459; ENSG00000163399; ENSG00000176387; ENSG00000116133; ENSG00000148795; ENSG00000231852; ENSG00000085662; ENSG00000147465; ENSG00000115112	152	94
7.11083430921e-13	6.40287389196e-11	GO:0034754	b	3	cellular hormone metabolic process	231; 949; 1583; 1584; 1586; 1589; 2230; 2232; 6770; 8694; 59342	ENSG00000160882; ENSG00000137714; ENSG00000073060; ENSG00000140459; ENSG00000085662; ENSG00000121064; ENSG00000161513; ENSG00000148795; ENSG00000231852; ENSG00000147465; ENSG00000185000	106	57
9.41599101759e-13	6.40287389196e-11	GO:0008207	b	3	C21-steroid hormone metabolic process	231; 1583; 1584; 1586; 1589; 2230; 2232; 6770	ENSG00000160882; ENSG00000137714; ENSG00000140459; ENSG00000085662; ENSG00000161513; ENSG00000148795; ENSG00000231852; ENSG00000147465	32	19
1.09409096634e-11	1.71225236232e-09	GO:0006700	b	4	C21-steroid hormone biosynthetic process	231; 1583; 1584; 1589; 2230; 2232; 6770	ENSG00000160882; ENSG00000137714; ENSG00000140459; ENSG00000085662; ENSG00000161513; ENSG00000231852; ENSG00000147465	22	15
1.85041563771e-10	9.4371197523e-09	GO:0010817	b	3	regulation of hormone levels	231; 476; 949; 1583; 1584; 1586; 1589; 2230; 2232; 6770; 7038; 7173; 7849; 8694; 51738; 59342	ENSG00000160882; ENSG00000137714; ENSG00000073060; ENSG00000140459; ENSG00000115705; ENSG00000163399; ENSG00000121064; ENSG00000161513; ENSG00000042832; ENSG00000148795; ENSG00000231852; ENSG00000085662; ENSG00000147465; ENSG00000157017; ENSG00000125618; ENSG00000185000	490	256
2.52697331341e-10	1.03100511187e-08	GO:1901615	b	3	organic hydroxy compound metabolic process	231; 949; 1583; 1584; 1586; 1589; 1718; 2230; 2232; 5205; 6646; 6770; 7038; 7173; 7849; 8694; 8714; 27124	ENSG00000160882; ENSG00000137714; ENSG00000108846; ENSG00000161513; ENSG00000073060; ENSG00000140459; ENSG00000115705; ENSG00000085662; ENSG00000081923; ENSG00000116133; ENSG00000042832; ENSG00000148795; ENSG00000231852; ENSG00000147465; ENSG00000125618; ENSG00000185133; ENSG00000185000; ENSG00000057252	549	347
6.75470503106e-10	6.55206388013e-08	GO:0008211	b	5	glucocorticoid metabolic process	476; 1584; 1586; 1589; 3291; 6770	ENSG00000160882; ENSG00000147465; ENSG00000163399; ENSG00000176387; ENSG00000148795; ENSG00000231852	24	14
4.62519626676e-09	2.9909602525e-07	GO:0016125	b	5	sterol metabolic process	949; 1583; 1584; 1586; 1589; 1718; 2230; 2232; 6646; 6770	ENSG00000160882; ENSG00000137714; ENSG00000161513; ENSG00000073060; ENSG00000140459; ENSG00000147465; ENSG00000116133; ENSG00000148795; ENSG00000231852; ENSG00000057252	133	96
1.07275127857e-08	3.64735434714e-07	GO:0006629	b	3	lipid metabolic process	211; 231; 476; 949; 1583; 1584; 1586; 1589; 1718; 2230; 2232; 3291; 3712; 5205; 6646; 6770; 8513; 8694; 8714; 9388; 51280; 80221; 27124; 59342; 29842	ENSG00000167107; ENSG00000073060; ENSG00000108846; ENSG00000081923; ENSG00000176387; ENSG00000128928; ENSG00000185000; ENSG00000160882; ENSG00000163399; ENSG00000101670; ENSG00000161513; ENSG00000231852; ENSG00000116133; ENSG00000137714; ENSG00000182333; ENSG00000085662; ENSG00000147465; ENSG00000148795; ENSG00000185133; ENSG00000057252; ENSG00000140459; ENSG00000023330; ENSG00000135052; ENSG00000121064; ENSG00000115112	1283	860
3.3377996467e-08	9.01205904609e-07	GO:0065008	b	2	regulation of biological quality	231; 476; 760; 949; 1583; 1584; 1586; 1589; 1670; 2057; 2230; 2232; 3291; 3494; 3712; 5152; 5205; 5284; 5357; 5962; 6550; 6646; 6770; 7038; 7173; 7849; 8694; 9388; 9992; 10103; 7422; 83959; 80115; 50636; 50853; 51738; 55630; 23654; 59342; 30061	ENSG00000164816; ENSG00000112715; ENSG00000187266; ENSG00000147804; ENSG00000081923; ENSG00000176387; ENSG00000088836; ENSG00000128298; ENSG00000128928; ENSG00000185000; ENSG00000160882; ENSG00000160191; ENSG00000073060; ENSG00000163399; ENSG00000085662; ENSG00000101670; ENSG00000161513; ENSG00000231852; ENSG00000211890; ENSG00000146205; ENSG00000066230; ENSG00000117472; ENSG00000137714; ENSG00000136059; ENSG00000137710; ENSG00000115705; ENSG00000104267; ENSG00000125618; ENSG00000042832; ENSG00000148795; ENSG00000157017; ENSG00000138449; ENSG00000159197; ENSG00000057252; ENSG00000140459; ENSG00000147465; ENSG00000120756; ENSG00000196576; ENSG00000162896; ENSG00000121064	3431	2122
4.51610344951e-08	1.31612157671e-06	GO:0006805	b	3	xenobiotic metabolic process	1583; 1584; 1586; 1589; 1836; 2230; 2232; 6770; 7172	ENSG00000160882; ENSG00000137364; ENSG00000137714; ENSG00000140459; ENSG00000147465; ENSG00000155850; ENSG00000161513; ENSG00000148795; ENSG00000231852	175	91
