p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
2.68995492036e-13	2.55064172639e-11	GO:0061061	b	3	muscle structure development	69852; 12224; 12159; 14183; 14463; 14465; 17681; 18595; 20671; 15110	Pdgfra; Bmp4; Msc; Sox17; Klf5; Hand1; Gata6; Gata4; Fgfr2; Tcf23	478	477
3.59245313576e-13	2.55064172639e-11	GO:0009888	b	3	tissue development	208647; 12224; 252973; 12159; 12394; 14183; 14463; 14465; 17681; 18595; 20671; 20613; 15110	Pdgfra; Bmp4; Grhl2; Msc; Sox17; Creb3l2; Klf5; Runx1; Hand1; Gata6; Gata4; Snai1; Fgfr2	1481	1473
1.12514815778e-12	2.032660544e-10	GO:0007517	b	4	muscle organ development	69852; 12159; 12224; 14183; 14463; 14465; 17681; 20671; 15110	Bmp4; Msc; Sox17; Klf5; Hand1; Gata6; Gata4; Fgfr2; Tcf23	352	351
2.13964267789e-12	2.032660544e-10	GO:0060537	b	4	muscle tissue development	12159; 12224; 14183; 14463; 14465; 17681; 18595; 20671; 15110	Pdgfra; Bmp4; Fgfr2; Sox17; Klf5; Hand1; Gata6; Gata4; Msc	377	377
3.02232804374e-12	1.42049418056e-10	GO:0048646	b	2	anatomical structure formation involved in morphogenesis	18595; 12224; 12394; 252973; 12159; 14183; 14463; 14465; 20671; 15110; 20613	Pdgfra; Bmp4; Grhl2; Sox17; Klf5; Runx1; Hand1; Gata6; Gata4; Snai1; Fgfr2	898	894
3.5376472164e-12	2.24050990372e-10	GO:0009792	b	4	embryo development ending in birth or egg hatching	252973; 12159; 12394; 14183; 14463; 14465; 18595; 20671; 20613; 15110	Pdgfra; Bmp4; Grhl2; Sox17; Runx1; Hand1; Gata6; Gata4; Snai1; Fgfr2	619	618
3.92535534159e-12	1.85800152835e-10	GO:0048731	b	3	system development	69852; 208647; 12224; 252973; 11828; 12159; 12394; 14183; 14463; 14465; 17681; 18595; 20671; 20613; 15110	Pdgfra; Bmp4; Aqp3; Grhl2; Msc; Sox17; Creb3l2; Klf5; Runx1; Hand1; Gata6; Gata4; Snai1; Fgfr2; Tcf23	3298	3271
6.96706067084e-12	2.33324736304e-10	GO:0048513	b	3	organ development	69852; 208647; 12224; 11828; 12159; 12394; 14183; 14463; 14465; 17681; 18595; 20671; 20613; 15110	Pdgfra; Bmp4; Aqp3; Msc; Sox17; Creb3l2; Klf5; Runx1; Hand1; Gata6; Gata4; Snai1; Fgfr2; Tcf23	2524	2503
8.21565972901e-12	2.33324736304e-10	GO:0048514	b	3	blood vessel morphogenesis	12224; 12159; 12394; 14183; 14463; 14465; 18595; 20671; 15110	Pdgfra; Bmp4; Sox17; Klf5; Runx1; Hand1; Gata6; Gata4; Fgfr2	441	438
2.78073428605e-11	6.04600525262e-10	GO:0001568	b	3	blood vessel development	12224; 12159; 12394; 14183; 14463; 14465; 18595; 20671; 15110	Pdgfra; Bmp4; Sox17; Klf5; Runx1; Hand1; Gata6; Gata4; Fgfr2	505	502
2.98042512453e-11	6.04600525262e-10	GO:0001704	b	3	formation of primary germ layer	12159; 14463; 14465; 20671; 20613; 15110	Bmp4; Sox17; Hand1; Gata6; Gata4; Snai1	83	83
3.64802470108e-11	6.50961514383e-10	GO:0007275	b	2	multicellular organismal development	18595; 69852; 208647; 12224; 12394; 252973; 11828; 12159; 14183; 14463; 14465; 17681; 20671; 15110; 20613	Pdgfra; Bmp4; Aqp3; Grhl2; Msc; Sox17; Creb3l2; Klf5; Runx1; Hand1; Gata6; Gata4; Snai1; Fgfr2; Tcf23	3827	3794
3.86444719052e-11	1.405039833e-09	GO:0072358	b	4	cardiovascular system development	12159; 12224; 12394; 14183; 14463; 14465; 18595; 20671; 20613; 15110	Pdgfra; Bmp4; Sox17; Klf5; Runx1; Hand1; Gata6; Gata4; Snai1; Fgfr2	791	787
