p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
5.40341609031e-11	2.59363972335e-09	GO:0043209	c	2	myelin sheath	1267; 1410; 2670; 3306; 4155; 4642; 5414; 22933; 7846; 10397; 5010; 23176	ENSG00000109846; ENSG00000131095; ENSG00000197971; ENSG00000108387; ENSG00000013297; ENSG00000126803; ENSG00000173786; ENSG00000068903; ENSG00000164402; ENSG00000167552; ENSG00000176658; ENSG00000104419	169	169
4.98236429052e-07	1.84347478749e-05	GO:0008092	m	3	cytoskeletal protein binding	825; 1410; 3799; 4134; 4642; 6285; 22933; 7456; 9638; 10397; 10749; 114793; 83543; 23500; 57698; 54443; 65108	ENSG00000109846; ENSG00000011426; ENSG00000149557; ENSG00000175130; ENSG00000157827; ENSG00000146122; ENSG00000092529; ENSG00000129250; ENSG00000068903; ENSG00000160307; ENSG00000126878; ENSG00000115935; ENSG00000047849; ENSG00000176658; ENSG00000104419; ENSG00000187164; ENSG00000170759	804	803
6.17259824192e-07	0.00016048755429	GO:0007399	b	4	nervous system development	333; 347; 666; 745; 1028; 1267; 1298; 1902; 2670; 3799; 4155; 5414; 6285; 6414; 22933; 6696; 7869; 9448; 9638; 9771; 9839; 10397; 10507; 10541; 11240; 5010; 57698; 28996; 65125	ENSG00000189058; ENSG00000169554; ENSG00000197971; ENSG00000176720; ENSG00000013297; ENSG00000149557; ENSG00000117115; ENSG00000049089; ENSG00000060237; ENSG00000105290; ENSG00000124920; ENSG00000173786; ENSG00000187164; ENSG00000104419; ENSG00000198121; ENSG00000131095; ENSG00000108387; ENSG00000068903; ENSG00000250722; ENSG00000118785; ENSG00000170759; ENSG00000129757; ENSG00000064393; ENSG00000136938; ENSG00000160307; ENSG00000012171; ENSG00000187764; ENSG00000136237; ENSG00000071054	2190	2185
2.80146621538e-06	0.000131668912123	GO:0005737	c	3	cytoplasm	20; 333; 347; 666; 745; 825; 1028; 1267; 1298; 1410; 1718; 1783; 1902; 2670; 66008; 3306; 3799; 3988; 4134; 4642; 5046; 5305; 5414; 5860; 6285; 6319; 22933; 6696; 6856; 7018; 7276; 7456; 7846; 7869; 8073; 8502; 8682; 8871; 9448; 23446; 9638; 9770; 10397; 10541; 10749; 11145; 11240; 11322; 11342; 400961; 114793; 83543; 51148; 2819; 23176; 56895; 57698; 123606; 90933; 9725; 58473; 58476; 25780; 91947; 94274; 389337; 28996; 29956; 51228; 64077; 54443; 64834; 65108; 65125	ENSG00000109846; ENSG00000189058; ENSG00000117115; ENSG00000064393; ENSG00000176720; ENSG00000157827; ENSG00000164402; ENSG00000149557; ENSG00000196187; ENSG00000167123; ENSG00000115935; ENSG00000183111; ENSG00000170113; ENSG00000011426; ENSG00000078269; ENSG00000082996; ENSG00000091513; ENSG00000049089; ENSG00000115993; ENSG00000107902; ENSG00000107798; ENSG00000070214; ENSG00000008282; ENSG00000167588; ENSG00000078804; ENSG00000060237; ENSG00000092529; ENSG00000124920; ENSG00000116133; ENSG00000173786; ENSG00000187164; ENSG00000167641; ENSG00000047849; ENSG00000108387; ENSG00000104419; ENSG00000105290; ENSG00000144283; ENSG00000176485; ENSG00000162734; ENSG00000198121; ENSG00000131095; ENSG00000141524; ENSG00000150867; ENSG00000124374; ENSG00000126803; ENSG00000066322; ENSG00000167552; ENSG00000143418; ENSG00000068903; ENSG00000021300; ENSG00000176658; ENSG00000101265; ENSG00000152689; ENSG00000118785; ENSG00000170759; ENSG00000026652; ENSG00000099194; ENSG00000129757; ENSG00000175130; ENSG00000118271; ENSG00000071054; ENSG00000136938; ENSG00000129250; ENSG00000140450; ENSG00000160307; ENSG00000135720; ENSG00000146063; ENSG00000139433; ENSG00000012171; ENSG00000126878; ENSG00000151552; ENSG00000140479; ENSG00000184007; ENSG00000107331	10429	10374
1.36249440158e-05	0.000585872592681	GO:0048471	c	4	perinuclear region of cytoplasm	333; 347; 1267; 3799; 6285; 22933; 6696; 7018; 8502; 10397; 11145; 57698; 25780	ENSG00000189058; ENSG00000104419; ENSG00000187164; ENSG00000068903; ENSG00000160307; ENSG00000173786; ENSG00000091513; ENSG00000152689; ENSG00000105290; ENSG00000144283; ENSG00000176485; ENSG00000118785; ENSG00000170759	619	618
1.53297177804e-05	0.00153781418431	GO:0007272	b	3	ensheathment of neurons	745; 1902; 4155; 22933; 10397; 5010	ENSG00000198121; ENSG00000197971; ENSG00000013297; ENSG00000068903; ENSG00000124920; ENSG00000104419	105	105
1.53297177804e-05	0.00199286331145	GO:0008366	b	4	axon ensheathment	745; 1902; 4155; 22933; 10397; 5010	ENSG00000198121; ENSG00000197971; ENSG00000013297; ENSG00000068903; ENSG00000124920; ENSG00000104419	105	105
1.70868242701e-05	0.00153781418431	GO:0007275	b	3	multicellular organismal development	333; 347; 666; 745; 825; 1028; 1267; 1298; 1410; 1718; 1902; 2670; 3799; 3988; 4155; 5046; 5168; 5305; 5414; 5860; 6285; 6414; 22933; 6696; 7018; 7869; 9448; 9638; 9770; 9771; 9839; 10397; 10507; 10541; 11240; 5010; 222166; 23500; 57698; 58473; 28996; 54443; 65125	ENSG00000109846; ENSG00000189058; ENSG00000169554; ENSG00000064393; ENSG00000197971; ENSG00000176720; ENSG00000013297; ENSG00000149557; ENSG00000117115; ENSG00000011426; ENSG00000049089; ENSG00000136960; ENSG00000107798; ENSG00000104419; ENSG00000060237; ENSG00000092529; ENSG00000124920; ENSG00000116133; ENSG00000173786; ENSG00000187164; ENSG00000108387; ENSG00000105290; ENSG00000198121; ENSG00000131095; ENSG00000150867; ENSG00000068903; ENSG00000021300; ENSG00000091513; ENSG00000250722; ENSG00000101265; ENSG00000118785; ENSG00000170759; ENSG00000129757; ENSG00000180354; ENSG00000146122; ENSG00000071054; ENSG00000136938; ENSG00000160307; ENSG00000012171; ENSG00000187764; ENSG00000136237; ENSG00000140479; ENSG00000151552	4759	4746
2.48370526238e-05	0.00398912505827	GO:0010001	b	5	glial cell differentiation	666; 745; 1267; 2670; 6285; 22933; 10397	ENSG00000131095; ENSG00000176720; ENSG00000068903; ENSG00000160307; ENSG00000124920; ENSG00000173786; ENSG00000104419	170	170
3.09661495237e-05	0.00185796897142	GO:0048731	b	3	system development	333; 347; 666; 745; 825; 1028; 1267; 1298; 1410; 1718; 1902; 2670; 3799; 3988; 4155; 5168; 5305; 5414; 5860; 6285; 6414; 22933; 6696; 7018; 7869; 9448; 9638; 9770; 9771; 9839; 10397; 10507; 10541; 11240; 5010; 57698; 28996; 54443; 65125	ENSG00000109846; ENSG00000189058; ENSG00000169554; ENSG00000197971; ENSG00000176720; ENSG00000013297; ENSG00000149557; ENSG00000117115; ENSG00000011426; ENSG00000049089; ENSG00000136960; ENSG00000107798; ENSG00000104419; ENSG00000060237; ENSG00000092529; ENSG00000124920; ENSG00000116133; ENSG00000173786; ENSG00000187164; ENSG00000108387; ENSG00000105290; ENSG00000198121; ENSG00000131095; ENSG00000150867; ENSG00000068903; ENSG00000091513; ENSG00000250722; ENSG00000101265; ENSG00000118785; ENSG00000170759; ENSG00000129757; ENSG00000064393; ENSG00000136938; ENSG00000160307; ENSG00000012171; ENSG00000187764; ENSG00000136237; ENSG00000071054; ENSG00000151552	4205	4193
