p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
9.30072889735e-16	2.99483470495e-13	GO:0043588	b	4	skin development	91; 1775; 1832; 1956; 3664; 3691; 3728; 3848; 3849; 3858; 4014; 8861; 9076; 147495; 151516; 55504; 57216	ENSG00000244617; ENSG00000146648; ENSG00000167768; ENSG00000172867; ENSG00000096696; ENSG00000127863; ENSG00000198728; ENSG00000117595; ENSG00000154856; ENSG00000132470; ENSG00000186395; ENSG00000162738; ENSG00000167968; ENSG00000203782; ENSG00000163347; ENSG00000135503; ENSG00000173801	247	138
1.22297019815e-15	2.84952056168e-13	GO:0008544	b	5	epidermis development	91; 1294; 1474; 1775; 1832; 1956; 3280; 3664; 3849; 3858; 3861; 4014; 8861; 9314; 147495; 51806; 55504; 57216	ENSG00000175315; ENSG00000146648; ENSG00000114315; ENSG00000154856; ENSG00000127863; ENSG00000096696; ENSG00000198728; ENSG00000117595; ENSG00000114270; ENSG00000172867; ENSG00000162738; ENSG00000136826; ENSG00000167968; ENSG00000203782; ENSG00000135503; ENSG00000186847; ENSG00000186395; ENSG00000178372	307	166
7.1597335814e-12	1.68969712521e-09	GO:0009888	b	3	tissue development	91; 677; 960; 1294; 1474; 1775; 1832; 1956; 2261; 2353; 2697; 3280; 3664; 3691; 3849; 3858; 3861; 4014; 4609; 56998; 7473; 8751; 8861; 9314; 10457; 10848; 7286; 147495; 84525; 150094; 51806; 55504; 57216	ENSG00000175315; ENSG00000146648; ENSG00000104881; ENSG00000127863; ENSG00000186395; ENSG00000136826; ENSG00000185650; ENSG00000026508; ENSG00000132470; ENSG00000108379; ENSG00000198728; ENSG00000117595; ENSG00000162738; ENSG00000170345; ENSG00000178585; ENSG00000154856; ENSG00000178372; ENSG00000114315; ENSG00000171476; ENSG00000114270; ENSG00000172867; ENSG00000142178; ENSG00000167968; ENSG00000203782; ENSG00000152661; ENSG00000186847; ENSG00000143367; ENSG00000143537; ENSG00000068078; ENSG00000135503; ENSG00000096696; ENSG00000136997; ENSG00000136235	1781	1070
3.45543853888e-11	5.56325604759e-09	GO:0060429	b	4	epithelium development	91; 677; 960; 1294; 1474; 1775; 1832; 1956; 2261; 2697; 3280; 3664; 3849; 3858; 3861; 4014; 4609; 56998; 7473; 8861; 9314; 147495; 51806; 55504; 57216	ENSG00000175315; ENSG00000146648; ENSG00000127863; ENSG00000186395; ENSG00000136826; ENSG00000185650; ENSG00000026508; ENSG00000108379; ENSG00000198728; ENSG00000117595; ENSG00000162738; ENSG00000178585; ENSG00000154856; ENSG00000178372; ENSG00000114315; ENSG00000114270; ENSG00000172867; ENSG00000167968; ENSG00000203782; ENSG00000152661; ENSG00000186847; ENSG00000068078; ENSG00000135503; ENSG00000096696; ENSG00000136997	1083	638
1.99127349418e-09	2.18554854456e-07	GO:0042303	b	3	molting cycle	91; 1775; 1956; 3861; 8861; 10848; 147495; 55504; 57216	ENSG00000104881; ENSG00000146648; ENSG00000127863; ENSG00000198728; ENSG00000162738; ENSG00000167968; ENSG00000135503; ENSG00000186847; ENSG00000154856	109	63
1.99127349418e-09	2.13730021709e-07	GO:0042633	b	4	hair cycle	91; 1775; 1956; 3861; 8861; 10848; 147495; 55504; 57216	ENSG00000104881; ENSG00000146648; ENSG00000127863; ENSG00000198728; ENSG00000162738; ENSG00000167968; ENSG00000135503; ENSG00000186847; ENSG00000154856	109	63
2.77823967529e-09	2.18554854456e-07	GO:0048513	b	3	organ development	91; 677; 960; 1775; 1832; 1956; 1960; 2261; 2353; 2697; 3021; 3280; 3664; 3691; 3728; 3848; 3849; 3858; 4014; 4609; 6095; 56998; 7473; 8751; 8861; 9076; 9314; 9547; 10457; 10848; 7286; 147495; 84525; 150094; 151516; 55504; 57216; 25946; 64065	ENSG00000104881; ENSG00000146648; ENSG00000127863; ENSG00000186395; ENSG00000112378; ENSG00000136826; ENSG00000244617; ENSG00000185650; ENSG00000026508; ENSG00000132470; ENSG00000108379; ENSG00000145824; ENSG00000198728; ENSG00000117595; ENSG00000162738; ENSG00000170345; ENSG00000178585; ENSG00000154856; ENSG00000114315; ENSG00000171476; ENSG00000173801; ENSG00000142178; ENSG00000172867; ENSG00000167768; ENSG00000167968; ENSG00000203782; ENSG00000152661; ENSG00000069667; ENSG00000143367; ENSG00000143537; ENSG00000068078; ENSG00000135503; ENSG00000096696; ENSG00000161642; ENSG00000136997; ENSG00000132475; ENSG00000136235; ENSG00000163347; ENSG00000179388	3050	1817
5.47857656733e-09	2.73928828367e-07	GO:0005882	c	3	intermediate filament	667; 1832; 3728; 3848; 3849; 3858; 3861; 5317	ENSG00000167768; ENSG00000186847; ENSG00000096696; ENSG00000172867; ENSG00000081277; ENSG00000151914; ENSG00000173801; ENSG00000186395	199	49
8.72858596152e-08	1.04743031538e-06	GO:0045111	c	5	intermediate filament cytoskeleton	667; 1832; 3728; 3848; 3849; 3858; 3861; 5317; 23650	ENSG00000167768; ENSG00000186847; ENSG00000096696; ENSG00000172867; ENSG00000081277; ENSG00000151914; ENSG00000137699; ENSG00000173801; ENSG00000186395	251	96
1.80400846396e-07	8.51491994988e-06	GO:0001942	b	3	hair follicle development	91; 1775; 1956; 8861; 147495; 55504; 57216	ENSG00000146648; ENSG00000127863; ENSG00000198728; ENSG00000162738; ENSG00000167968; ENSG00000135503; ENSG00000154856	87	51
