p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
1.22652718024e-12	5.88733046516e-11	GO:0005578	c	2	proteinaceous extracellular matrix	1634; 3655; 5176; 7049; 7078; 7481; 8076; 8483; 9510; 7148; 79812; 7079; 50509; 51129; 89932; 127435	ENSG00000167772; ENSG00000173269; ENSG00000085741; ENSG00000197614; ENSG00000157150; ENSG00000174348; ENSG00000100234; ENSG00000154734; ENSG00000168477; ENSG00000080573; ENSG00000132386; ENSG00000069702; ENSG00000100767; ENSG00000091409; ENSG00000138615; ENSG00000011465	356	184
3.12351111299e-09	7.49642667117e-08	GO:0005615	c	2	extracellular space	347; 948; 1634; 1675; 2878; 2934; 3479; 3488; 3489; 5176; 6424; 7049; 7078; 7481; 8483; 7148; 79812; 7079; 56265; 51129; 23452; 127435; 5360	ENSG00000189058; ENSG00000017427; ENSG00000132386; ENSG00000173269; ENSG00000106483; ENSG00000100234; ENSG00000088882; ENSG00000148180; ENSG00000168477; ENSG00000085741; ENSG00000174348; ENSG00000197766; ENSG00000211445; ENSG00000069702; ENSG00000167779; ENSG00000157150; ENSG00000100979; ENSG00000167772; ENSG00000136859; ENSG00000115461; ENSG00000135218; ENSG00000138615; ENSG00000011465	1338	684
3.39040884281e-08	9.28972022931e-06	GO:0008285	b	5	negative regulation of cell proliferation	347; 687; 1028; 3479; 3488; 3489; 3725; 5176; 5468; 6424; 7026; 7049; 7481; 9510; 10252; 23371; 127435	ENSG00000189058; ENSG00000129757; ENSG00000132170; ENSG00000164056; ENSG00000085741; ENSG00000017427; ENSG00000106483; ENSG00000174348; ENSG00000185551; ENSG00000154734; ENSG00000167779; ENSG00000115461; ENSG00000132386; ENSG00000069702; ENSG00000177606; ENSG00000111077; ENSG00000119138	634	419
5.77687272456e-08	1.25935825395e-05	GO:1901700	b	3	response to oxygen-containing compound	109; 347; 687; 948; 1634; 1979; 2791; 2878; 2934; 3488; 3725; 4804; 5176; 5295; 5468; 5577; 6776; 7026; 7049; 7078; 7481; 9510; 10411; 7079; 2819	ENSG00000189058; ENSG00000085741; ENSG00000132386; ENSG00000005249; ENSG00000177606; ENSG00000167588; ENSG00000100234; ENSG00000185551; ENSG00000154734; ENSG00000148180; ENSG00000126561; ENSG00000119138; ENSG00000064300; ENSG00000132170; ENSG00000211445; ENSG00000138031; ENSG00000145675; ENSG00000069702; ENSG00000079337; ENSG00000157150; ENSG00000148730; ENSG00000115461; ENSG00000127920; ENSG00000135218; ENSG00000011465	1413	936
1.55452239996e-07	4.81901943987e-06	GO:0005811	c	4	lipid particle	2167; 3991; 5346; 729359; 50486; 57104; 63924	ENSG00000123689; ENSG00000187288; ENSG00000166819; ENSG00000079435; ENSG00000170323; ENSG00000177666; ENSG00000167676	60	51
3.31129879987e-07	0.000120862406195	GO:0001655	b	4	urogenital system development	947; 1028; 1634; 3479; 3655; 5176; 6776; 7481; 9510; 10252; 23371	ENSG00000129757; ENSG00000164056; ENSG00000017427; ENSG00000154734; ENSG00000111077; ENSG00000085741; ENSG00000132386; ENSG00000126561; ENSG00000174059; ENSG00000091409; ENSG00000011465	322	189
8.48368003907e-07	7.78718158989e-05	GO:0009725	b	3	response to hormone	109; 687; 1979; 2791; 3488; 3725; 4804; 5176; 5295; 5468; 5577; 6424; 6776; 7026; 7049; 7078; 9510; 7079	ENSG00000064300; ENSG00000132170; ENSG00000157150; ENSG00000106483; ENSG00000100234; ENSG00000185551; ENSG00000154734; ENSG00000148730; ENSG00000126561; ENSG00000115461; ENSG00000127920; ENSG00000138031; ENSG00000145675; ENSG00000132386; ENSG00000069702; ENSG00000119138; ENSG00000005249; ENSG00000177606	911	587
1.0965811978e-06	6.79880342633e-05	GO:0009719	b	2	response to endogenous stimulus	109; 687; 948; 1028; 1979; 2791; 2934; 3488; 3725; 4804; 5176; 5295; 5468; 5577; 6424; 6776; 7026; 7049; 7078; 9510; 10252; 10411; 7079; 2819	ENSG00000132386; ENSG00000005249; ENSG00000126561; ENSG00000167588; ENSG00000106483; ENSG00000100234; ENSG00000185551; ENSG00000154734; ENSG00000148180; ENSG00000177606; ENSG00000119138; ENSG00000064300; ENSG00000132170; ENSG00000138031; ENSG00000145675; ENSG00000069702; ENSG00000079337; ENSG00000129757; ENSG00000164056; ENSG00000157150; ENSG00000148730; ENSG00000115461; ENSG00000127920; ENSG00000135218	1573	1016
1.30208105189e-06	7.78718158989e-05	GO:0009611	b	3	response to wounding	347; 947; 948; 1634; 1675; 2167; 2934; 3479; 3655; 3725; 4804; 5176; 5295; 5468; 5577; 6776; 7078; 10411; 23764	ENSG00000189058; ENSG00000064300; ENSG00000132170; ENSG00000185022; ENSG00000017427; ENSG00000135218; ENSG00000197766; ENSG00000170323; ENSG00000145675; ENSG00000100234; ENSG00000126561; ENSG00000079337; ENSG00000148180; ENSG00000132386; ENSG00000177606; ENSG00000174059; ENSG00000091409; ENSG00000005249; ENSG00000011465	1041	670
1.35979782802e-06	0.000186292302438	GO:0006639	b	5	acylglycerol metabolic process	2167; 2194; 3991; 5346; 7148; 2819; 57104; 60481	ENSG00000012660; ENSG00000167588; ENSG00000166819; ENSG00000170323; ENSG00000079435; ENSG00000169710; ENSG00000177666; ENSG00000168477	139	100
