p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
1.11813408175e-53	5.9261106333e-52	GO:0043292	c	4	contractile fiber	58; 88; 226; 274; 487; 825; 844; 2275; 2318; 4604; 4619; 4620; 4632; 4703; 4892; 202333; 6261; 6840; 7125; 7135; 7136; 7138; 7140; 7170; 7273; 8087; 9499; 9531; 9659; 114907; 84033; 84448; 84676; 219537; 200539; 56704; 27295; 10324; 29765; 29895	ENSG00000197893; ENSG00000105048; ENSG00000120729; ENSG00000197321; ENSG00000214872; ENSG00000159173; ENSG00000154553; ENSG00000163157; ENSG00000109061; ENSG00000130598; ENSG00000156804; ENSG00000136717; ENSG00000143549; ENSG00000164309; ENSG00000104369; ENSG00000183091; ENSG00000196218; ENSG00000196091; ENSG00000151929; ENSG00000092529; ENSG00000128591; ENSG00000163126; ENSG00000077522; ENSG00000180209; ENSG00000143318; ENSG00000158022; ENSG00000125414; ENSG00000196296; ENSG00000114416; ENSG00000183386; ENSG00000168530; ENSG00000155657; ENSG00000239474; ENSG00000163995; ENSG00000154358; ENSG00000178104; ENSG00000101470; ENSG00000149925; ENSG00000143632; ENSG00000130595	222	222
8.36076712937e-53	1.25411506941e-51	GO:0030016	c	5	myofibril	58; 88; 226; 274; 487; 825; 844; 2275; 2318; 4604; 4619; 4620; 4632; 4703; 4892; 6261; 6840; 7125; 7135; 7136; 7138; 7140; 7170; 7273; 8087; 9499; 9531; 9659; 114907; 202333; 84033; 84448; 84676; 219537; 200539; 56704; 27295; 10324; 29765	ENSG00000197893; ENSG00000105048; ENSG00000120729; ENSG00000197321; ENSG00000214872; ENSG00000159173; ENSG00000154553; ENSG00000163157; ENSG00000130595; ENSG00000130598; ENSG00000156804; ENSG00000136717; ENSG00000143549; ENSG00000164309; ENSG00000104369; ENSG00000183091; ENSG00000196218; ENSG00000196091; ENSG00000151929; ENSG00000092529; ENSG00000128591; ENSG00000163126; ENSG00000077522; ENSG00000143318; ENSG00000158022; ENSG00000125414; ENSG00000196296; ENSG00000114416; ENSG00000183386; ENSG00000168530; ENSG00000155657; ENSG00000239474; ENSG00000163995; ENSG00000154358; ENSG00000178104; ENSG00000101470; ENSG00000149925; ENSG00000143632; ENSG00000109061	210	210
7.0181020377e-46	2.7370597947e-44	GO:0044449	c	2	contractile fiber part	58; 88; 226; 274; 487; 825; 844; 2275; 2318; 4619; 4620; 4632; 4703; 202333; 6261; 6840; 7125; 7135; 7136; 7138; 7140; 7170; 7273; 8087; 9499; 9531; 84033; 84676; 219537; 56704; 114907; 27295; 10324; 29765; 29895	ENSG00000105048; ENSG00000120729; ENSG00000197321; ENSG00000214872; ENSG00000159173; ENSG00000154553; ENSG00000163157; ENSG00000130595; ENSG00000130598; ENSG00000156804; ENSG00000136717; ENSG00000143549; ENSG00000164309; ENSG00000104369; ENSG00000183091; ENSG00000196218; ENSG00000151929; ENSG00000092529; ENSG00000128591; ENSG00000077522; ENSG00000180209; ENSG00000143318; ENSG00000158022; ENSG00000125414; ENSG00000196296; ENSG00000114416; ENSG00000183386; ENSG00000168530; ENSG00000155657; ENSG00000239474; ENSG00000154358; ENSG00000101470; ENSG00000149925; ENSG00000143632; ENSG00000109061	203	203
7.74896871832e-42	4.80436060536e-40	GO:0030017	c	3	sarcomere	58; 88; 226; 274; 487; 825; 844; 2275; 2318; 4619; 4620; 4632; 4703; 202333; 6261; 7125; 7135; 7136; 7138; 7140; 7170; 7273; 9499; 9531; 84033; 84676; 219537; 56704; 114907; 27295; 10324; 29765	ENSG00000105048; ENSG00000120729; ENSG00000214872; ENSG00000159173; ENSG00000154553; ENSG00000163157; ENSG00000130595; ENSG00000130598; ENSG00000156804; ENSG00000136717; ENSG00000143549; ENSG00000164309; ENSG00000104369; ENSG00000183091; ENSG00000196218; ENSG00000151929; ENSG00000092529; ENSG00000128591; ENSG00000077522; ENSG00000143318; ENSG00000158022; ENSG00000125414; ENSG00000196296; ENSG00000183386; ENSG00000168530; ENSG00000155657; ENSG00000239474; ENSG00000154358; ENSG00000101470; ENSG00000149925; ENSG00000143632; ENSG00000109061	185	185
1.68078478497e-27	2.6052164167e-25	GO:0006936	b	5	muscle contraction	58; 88; 226; 487; 844; 1140; 4604; 4606; 4619; 4620; 4632; 4703; 6261; 7125; 7135; 7136; 7138; 7140; 7170; 7273; 9499; 246329; 84676; 126393; 10324; 29765; 29895	ENSG00000105048; ENSG00000163157; ENSG00000159173; ENSG00000130595; ENSG00000130598; ENSG00000143549; ENSG00000183091; ENSG00000196218; ENSG00000196091; ENSG00000120729; ENSG00000077522; ENSG00000180209; ENSG00000170175; ENSG00000143318; ENSG00000185482; ENSG00000125414; ENSG00000196296; ENSG00000168530; ENSG00000155657; ENSG00000239474; ENSG00000158022; ENSG00000101470; ENSG00000149925; ENSG00000004776; ENSG00000143632; ENSG00000086967; ENSG00000109061	293	292
1.06694144497e-26	2.54999005347e-24	GO:0003012	b	4	muscle system process	58; 88; 226; 487; 844; 1140; 4604; 4606; 4619; 4620; 4632; 4703; 6261; 6588; 7125; 7135; 7136; 7138; 7140; 7170; 7273; 9499; 246329; 84676; 126393; 10324; 29765; 29895	ENSG00000105048; ENSG00000101470; ENSG00000159173; ENSG00000163157; ENSG00000130595; ENSG00000130598; ENSG00000143549; ENSG00000183091; ENSG00000196218; ENSG00000196091; ENSG00000120729; ENSG00000077522; ENSG00000180209; ENSG00000170175; ENSG00000143318; ENSG00000185482; ENSG00000125414; ENSG00000196296; ENSG00000168530; ENSG00000155657; ENSG00000239474; ENSG00000158022; ENSG00000170290; ENSG00000149925; ENSG00000004776; ENSG00000143632; ENSG00000086967; ENSG00000109061	353	352
1.41695660261e-26	1.06271745195e-25	GO:0015629	c	5	actin cytoskeleton	58; 88; 226; 274; 2275; 4604; 4606; 4619; 4620; 4632; 4703; 5236; 399687; 6840; 7125; 7135; 7136; 7138; 7140; 7170; 7273; 9499; 11346; 84448; 84940; 200539; 58529; 27295; 29765; 29895	ENSG00000105048; ENSG00000163157; ENSG00000197321; ENSG00000159173; ENSG00000154553; ENSG00000130595; ENSG00000130598; ENSG00000136717; ENSG00000143549; ENSG00000183091; ENSG00000196091; ENSG00000079739; ENSG00000120729; ENSG00000163126; ENSG00000077522; ENSG00000180209; ENSG00000177791; ENSG00000125414; ENSG00000167549; ENSG00000183386; ENSG00000168530; ENSG00000155657; ENSG00000163995; ENSG00000171992; ENSG00000101470; ENSG00000149925; ENSG00000143632; ENSG00000086967; ENSG00000196535; ENSG00000109061	444	443
1.00909667429e-24	3.02729002286e-23	GO:0008092	m	3	cytoskeletal protein binding	58; 88; 226; 274; 825; 2275; 2318; 2597; 4604; 4606; 4619; 4620; 4703; 4892; 6249; 399687; 6840; 7125; 7135; 7136; 7138; 7140; 7170; 7273; 9499; 11346; 84033; 84448; 84676; 84940; 122622; 58529; 27295; 29765; 200539	ENSG00000197893; ENSG00000105048; ENSG00000120729; ENSG00000197321; ENSG00000159173; ENSG00000111640; ENSG00000154553; ENSG00000163157; ENSG00000130595; ENSG00000130598; ENSG00000136717; ENSG00000143549; ENSG00000183091; ENSG00000196091; ENSG00000185100; ENSG00000092529; ENSG00000128591; ENSG00000163126; ENSG00000077522; ENSG00000177791; ENSG00000158022; ENSG00000125414; ENSG00000167549; ENSG00000130779; ENSG00000183386; ENSG00000155657; ENSG00000163995; ENSG00000154358; ENSG00000171992; ENSG00000101470; ENSG00000149925; ENSG00000143632; ENSG00000086967; ENSG00000196535; ENSG00000109061	804	803
1.70939055635e-23	5.29911072468e-22	GO:0031674	c	3	I band	88; 226; 274; 487; 825; 844; 2275; 2318; 4703; 6261; 7273; 9499; 9531; 84033; 84676; 219537; 56704; 114907; 27295	ENSG00000154358; ENSG00000158022; ENSG00000183091; ENSG00000196218; ENSG00000196296; ENSG00000214872; ENSG00000128591; ENSG00000092529; ENSG00000149925; ENSG00000183386; ENSG00000104369; ENSG00000154553; ENSG00000077522; ENSG00000151929; ENSG00000156804; ENSG00000136717; ENSG00000143318; ENSG00000120729; ENSG00000155657	127	127
3.26664931002e-20	2.53165321526e-18	GO:0070252	b	5	actin-mediated cell contraction	58; 88; 4604; 4606; 4620; 4632; 4703; 7125; 7135; 7136; 7138; 7140; 7170; 7273	ENSG00000183091; ENSG00000125414; ENSG00000196091; ENSG00000130598; ENSG00000101470; ENSG00000159173; ENSG00000105048; ENSG00000168530; ENSG00000143632; ENSG00000077522; ENSG00000086967; ENSG00000155657; ENSG00000143549; ENSG00000130595	62	62
3.6771826398e-20	1.39732940312e-18	GO:0003779	m	4	actin binding	88; 226; 2275; 2318; 4604; 4606; 4619; 4620; 4703; 4892; 399687; 6840; 7125; 7135; 7136; 7140; 7170; 7273; 9499; 11346; 84448; 84940; 122622; 29765	ENSG00000197893; ENSG00000163157; ENSG00000197321; ENSG00000159173; ENSG00000130595; ENSG00000130598; ENSG00000143549; ENSG00000183091; ENSG00000196091; ENSG00000185100; ENSG00000120729; ENSG00000128591; ENSG00000077522; ENSG00000125414; ENSG00000167549; ENSG00000183386; ENSG00000155657; ENSG00000163995; ENSG00000171992; ENSG00000101470; ENSG00000149925; ENSG00000086967; ENSG00000196535; ENSG00000109061	392	392
2.80382157628e-19	4.43003809052e-17	GO:0030029	b	3	actin filament-based process	58; 88; 226; 825; 844; 2275; 4604; 4606; 4620; 4632; 4703; 399687; 7125; 7135; 7136; 7138; 7140; 7170; 7273; 11346; 84033; 84448; 84940; 58529; 27295; 10324; 29765	ENSG00000105048; ENSG00000163157; ENSG00000159173; ENSG00000154553; ENSG00000130595; ENSG00000130598; ENSG00000143549; ENSG00000183091; ENSG00000196091; ENSG00000092529; ENSG00000077522; ENSG00000177791; ENSG00000143318; ENSG00000125414; ENSG00000167549; ENSG00000183386; ENSG00000168530; ENSG00000155657; ENSG00000239474; ENSG00000163995; ENSG00000154358; ENSG00000171992; ENSG00000101470; ENSG00000149925; ENSG00000143632; ENSG00000086967; ENSG00000196535	598	597
5.47183473255e-19	1.14908529384e-17	GO:0008307	m	2	structural constituent of muscle	88; 825; 4604; 4606; 4632; 4703; 7273; 9499; 84033; 56704; 27295; 29895	ENSG00000154358; ENSG00000183091; ENSG00000120729; ENSG00000196091; ENSG00000104369; ENSG00000092529; ENSG00000168530; ENSG00000154553; ENSG00000077522; ENSG00000180209; ENSG00000086967; ENSG00000155657	41	41
1.90432449606e-18	2.27566777279e-16	GO:0030048	b	4	actin filament-based movement	58; 88; 4604; 4606; 4620; 4632; 4703; 7125; 7135; 7136; 7138; 7140; 7170; 7273	ENSG00000183091; ENSG00000125414; ENSG00000196091; ENSG00000130598; ENSG00000101470; ENSG00000159173; ENSG00000105048; ENSG00000168530; ENSG00000143632; ENSG00000077522; ENSG00000086967; ENSG00000155657; ENSG00000143549; ENSG00000130595	81	81
1.99638414652e-18	1.57714347575e-16	GO:0061061	b	3	muscle structure development	58; 88; 274; 825; 844; 1140; 51676; 2275; 2318; 4703; 6261; 6300; 6840; 7135; 7273; 8087; 8531; 246329; 84033; 219537; 56704; 58529; 10324; 29765; 29895; 54583	ENSG00000163157; ENSG00000197321; ENSG00000214872; ENSG00000159173; ENSG00000136717; ENSG00000183091; ENSG00000196218; ENSG00000100628; ENSG00000060138; ENSG00000092529; ENSG00000128591; ENSG00000077522; ENSG00000180209; ENSG00000114416; ENSG00000177791; ENSG00000170175; ENSG00000143318; ENSG00000185482; ENSG00000104369; ENSG00000188130; ENSG00000183386; ENSG00000155657; ENSG00000239474; ENSG00000154358; ENSG00000143632; ENSG00000135766	583	582
7.89306574635e-17	1.53914782054e-15	GO:0043228	c	2	non-membrane-bounded organelle	58; 88; 226; 274; 487; 825; 844; 2275; 2318; 2597; 2872; 4604; 4606; 4619; 4620; 4632; 4703; 4892; 5116; 5236; 202333; 6249; 6261; 399687; 6840; 7125; 7135; 7136; 7138; 7140; 7170; 7178; 7273; 8087; 8218; 8615; 9499; 9531; 9659; 11346; 84033; 84448; 84676; 84940; 219537; 23392; 56704; 114907; 58529; 27295; 10324; 29765; 29895; 200539	ENSG00000197893; ENSG00000105048; ENSG00000133112; ENSG00000197321; ENSG00000214872; ENSG00000159173; ENSG00000111640; ENSG00000154553; ENSG00000163157; ENSG00000109061; ENSG00000130598; ENSG00000156804; ENSG00000136717; ENSG00000143549; ENSG00000164309; ENSG00000104369; ENSG00000183091; ENSG00000196218; ENSG00000196091; ENSG00000079739; ENSG00000092529; ENSG00000128591; ENSG00000138768; ENSG00000077522; ENSG00000180209; ENSG00000114416; ENSG00000177791; ENSG00000099875; ENSG00000158022; ENSG00000125414; ENSG00000196296; ENSG00000167549; ENSG00000130779; ENSG00000183386; ENSG00000168530; ENSG00000155657; ENSG00000120729; ENSG00000136813; ENSG00000239474; ENSG00000160299; ENSG00000163126; ENSG00000163995; ENSG00000154358; ENSG00000171992; ENSG00000178104; ENSG00000143318; ENSG00000070371; ENSG00000101470; ENSG00000149925; ENSG00000143632; ENSG00000151929; ENSG00000086967; ENSG00000196535; ENSG00000130595	3722	3700
7.89306574635e-17	1.63123358758e-15	GO:0043232	c	3	intracellular non-membrane-bounded organelle	58; 88; 226; 274; 487; 825; 844; 2275; 2318; 2597; 2872; 4604; 4606; 4619; 4620; 4632; 4703; 4892; 5116; 5236; 202333; 6249; 6261; 399687; 6840; 7125; 7135; 7136; 7138; 7140; 7170; 7178; 7273; 8087; 8218; 8615; 9499; 9531; 9659; 11346; 84033; 84448; 84676; 84940; 219537; 23392; 56704; 114907; 58529; 27295; 10324; 29765; 29895; 200539	ENSG00000197893; ENSG00000105048; ENSG00000133112; ENSG00000197321; ENSG00000214872; ENSG00000159173; ENSG00000111640; ENSG00000154553; ENSG00000163157; ENSG00000109061; ENSG00000130598; ENSG00000156804; ENSG00000136717; ENSG00000143549; ENSG00000164309; ENSG00000104369; ENSG00000183091; ENSG00000196218; ENSG00000196091; ENSG00000079739; ENSG00000092529; ENSG00000128591; ENSG00000138768; ENSG00000077522; ENSG00000180209; ENSG00000114416; ENSG00000177791; ENSG00000099875; ENSG00000158022; ENSG00000125414; ENSG00000196296; ENSG00000167549; ENSG00000130779; ENSG00000183386; ENSG00000168530; ENSG00000155657; ENSG00000120729; ENSG00000136813; ENSG00000239474; ENSG00000160299; ENSG00000163126; ENSG00000163995; ENSG00000154358; ENSG00000171992; ENSG00000178104; ENSG00000143318; ENSG00000070371; ENSG00000101470; ENSG00000149925; ENSG00000143632; ENSG00000151929; ENSG00000086967; ENSG00000196535; ENSG00000130595	3722	3700
1.24493627139e-16	3.29908111918e-15	GO:0005856	c	4	cytoskeleton	58; 88; 226; 274; 2275; 2318; 2597; 4604; 4606; 4619; 4620; 4632; 4703; 5116; 5236; 6249; 399687; 6840; 7125; 7135; 7136; 7138; 7140; 7170; 7178; 7273; 8218; 9499; 9659; 11346; 84448; 84676; 84940; 23392; 200539; 58529; 27295; 10324; 29765; 29895	ENSG00000105048; ENSG00000133112; ENSG00000197321; ENSG00000159173; ENSG00000111640; ENSG00000154553; ENSG00000163157; ENSG00000109061; ENSG00000130598; ENSG00000136717; ENSG00000143549; ENSG00000183091; ENSG00000196091; ENSG00000079739; ENSG00000120729; ENSG00000128591; ENSG00000163126; ENSG00000077522; ENSG00000180209; ENSG00000177791; ENSG00000125414; ENSG00000167549; ENSG00000130779; ENSG00000183386; ENSG00000160299; ENSG00000155657; ENSG00000136813; ENSG00000239474; ENSG00000168530; ENSG00000163995; ENSG00000158022; ENSG00000171992; ENSG00000178104; ENSG00000070371; ENSG00000101470; ENSG00000149925; ENSG00000143632; ENSG00000086967; ENSG00000196535; ENSG00000130595	1948	1942
2.53326968255e-16	3.92656800796e-15	GO:0030018	c	3	Z disc	88; 274; 825; 2275; 2318; 4703; 7273; 9499; 9531; 84033; 84676; 56704; 114907; 27295	ENSG00000154358; ENSG00000158022; ENSG00000183091; ENSG00000120729; ENSG00000104369; ENSG00000151929; ENSG00000092529; ENSG00000128591; ENSG00000183386; ENSG00000154553; ENSG00000077522; ENSG00000156804; ENSG00000136717; ENSG00000155657	113	113
2.7217720798e-16	4.80846400764e-15	GO:0005865	c	4	striated muscle thin filament	58; 7125; 7135; 7136; 7138; 7140; 7170; 7273; 29765	ENSG00000105048; ENSG00000163157; ENSG00000101470; ENSG00000159173; ENSG00000143632; ENSG00000130595; ENSG00000130598; ENSG00000143549; ENSG00000155657	21	21
