p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
5.42238163645e-08	7.42866284193e-06	GO:0007276	b	3	gamete generation	1618; 2661; 494551; 135935; 5997; 9210; 9232; 10017; 10927; 80336; 148327; 55905; 91646	BCL2L10; GDF9; NOBOX; PABPC1L; RGS2; CREB3L4; RNF114; BMP15; PTTG1; TDRD12; WEE2; SPIN1; DAZL	616	509
8.95280000019e-08	1.56674000003e-05	GO:0007292	b	4	female gamete generation	1618; 2661; 494551; 135935; 9210; 10017; 80336	GDF9; BCL2L10; PABPC1L; BMP15; WEE2; DAZL; NOBOX	109	97
1.17396725624e-07	3.95840505788e-06	GO:0048609	b	2	multicellular organismal reproductive process	1618; 2661; 494551; 135935; 5997; 7042; 9210; 9232; 10017; 10927; 80336; 148327; 55905; 91646	GDF9; NOBOX; PABPC1L; BCL2L10; BMP15; CREB3L4; TGFB2; RNF114; RGS2; PTTG1; TDRD12; WEE2; SPIN1; DAZL	762	646
1.61567553383e-07	3.95840505788e-06	GO:0032504	b	2	multicellular organism reproduction	1618; 2661; 494551; 135935; 5997; 7042; 9210; 9232; 10017; 10927; 80336; 148327; 55905; 91646	GDF9; NOBOX; PABPC1L; BCL2L10; BMP15; CREB3L4; TGFB2; RNF114; RGS2; PTTG1; TDRD12; WEE2; SPIN1; DAZL	785	663
6.7960710766e-07	1.11002494251e-05	GO:0019953	b	2	sexual reproduction	1618; 2661; 494551; 135935; 5997; 9210; 9232; 10017; 10927; 80336; 148327; 55905; 91646	BCL2L10; GDF9; NOBOX; PABPC1L; RGS2; CREB3L4; RNF114; BMP15; PTTG1; TDRD12; WEE2; SPIN1; DAZL	760	634
2.34468572362e-06	2.87224001143e-05	GO:0044702	b	2	single organism reproductive process	841; 1618; 2661; 494551; 135935; 5997; 7042; 9210; 9232; 10017; 10927; 80336; 148327; 55905; 91646	GDF9; NOBOX; PABPC1L; BCL2L10; BMP15; CREB3L4; TGFB2; CASP8; RNF114; RGS2; PTTG1; TDRD12; WEE2; SPIN1; DAZL	1091	955
6.41091520445e-06	0.00056095508039	GO:0048477	b	4	oogenesis	1618; 2661; 494551; 135935; 80336	WEE2; GDF9; NOBOX; PABPC1L; DAZL	74	68
7.05082343798e-06	6.90980696922e-05	GO:0044703	b	2	multi-organism reproductive process	1618; 2661; 494551; 135935; 5997; 9210; 9232; 10017; 10927; 80336; 148327; 55905; 91646	BCL2L10; GDF9; NOBOX; PABPC1L; RGS2; CREB3L4; RNF114; BMP15; PTTG1; TDRD12; WEE2; SPIN1; DAZL	930	783
1.68910351449e-05	0.000985310383452	GO:0048599	b	4	oocyte development	1618; 2661; 494551; 80336	WEE2; GDF9; PABPC1L; DAZL	42	40
2.05682079711e-05	0.00140892224602	GO:0009994	b	3	oocyte differentiation	1618; 2661; 494551; 80336	WEE2; GDF9; PABPC1L; DAZL	45	42
