p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
7.08799909031e-08	3.89839949967e-06	GO:0019953	b	2	sexual reproduction	2177; 3305; 3640; 4957; 5619; 5620; 10566; 10693; 11218; 148229; 50511; 51686; 57828; 25858; 26256; 26330	ENSG00000132141; ENSG00000139351; ENSG00000111254; ENSG00000204390; ENSG00000175646; ENSG00000248099; ENSG00000143450; ENSG00000219435; ENSG00000105679; ENSG00000154040; ENSG00000099338; ENSG00000144554; ENSG00000130270; ENSG00000064703; ENSG00000136811; ENSG00000122304	760	383
1.00946440246e-07	4.1388040501e-06	GO:0005694	c	4	chromosome	2177; 2547; 4171; 4176; 4928; 5426; 5619; 5620; 6929; 7112; 7283; 9735; 10155; 10734; 10856; 11004; 50511; 222229; 27033; 10615	ENSG00000139351; ENSG00000071564; ENSG00000177084; ENSG00000161036; ENSG00000175646; ENSG00000073111; ENSG00000196419; ENSG00000130726; ENSG00000011590; ENSG00000110713; ENSG00000184445; ENSG00000120802; ENSG00000066923; ENSG00000142945; ENSG00000144554; ENSG00000076382; ENSG00000166508; ENSG00000183207; ENSG00000122304; ENSG00000131462	820	621
1.43683883565e-07	6.17840699331e-06	GO:0035686	c	3	sperm fibrous sheath	2947; 10566; 26256; 26330	ENSG00000154040; ENSG00000105679; ENSG00000134202; ENSG00000111254	10	7
2.92053320014e-07	8.03146630039e-06	GO:0044703	b	2	multi-organism reproductive process	2177; 3305; 3640; 4957; 5619; 5620; 10155; 10566; 10693; 11218; 148229; 50511; 51686; 57828; 25858; 26256; 26330	ENSG00000132141; ENSG00000139351; ENSG00000111254; ENSG00000204390; ENSG00000175646; ENSG00000248099; ENSG00000143450; ENSG00000130726; ENSG00000219435; ENSG00000105679; ENSG00000154040; ENSG00000099338; ENSG00000144554; ENSG00000130270; ENSG00000064703; ENSG00000136811; ENSG00000122304	930	481
1.55395948589e-06	0.000222216206483	GO:0007276	b	3	gamete generation	2177; 3640; 4957; 5619; 5620; 10693; 11218; 50511; 51686; 57828; 25858; 26256; 26330	ENSG00000132141; ENSG00000139351; ENSG00000064703; ENSG00000175646; ENSG00000248099; ENSG00000143450; ENSG00000105679; ENSG00000154040; ENSG00000099338; ENSG00000144554; ENSG00000219435; ENSG00000136811; ENSG00000122304	616	315
1.96934734573e-06	4.23409679331e-05	GO:0097228	c	3	sperm principal piece	10566; 57828; 26256; 26330	ENSG00000154040; ENSG00000105679; ENSG00000111254; ENSG00000099338	19	12
3.44282464446e-06	0.00044068155449	GO:0007283	b	5	spermatogenesis	3640; 4957; 5619; 5620; 10693; 50511; 51686; 57828; 25858; 26256; 26330	ENSG00000132141; ENSG00000139351; ENSG00000175646; ENSG00000248099; ENSG00000143450; ENSG00000105679; ENSG00000154040; ENSG00000099338; ENSG00000219435; ENSG00000136811; ENSG00000122304	491	237
3.5856345268e-06	0.000659756752932	GO:0048232	b	4	male gamete generation	3640; 4957; 5619; 5620; 10693; 50511; 51686; 57828; 25858; 26256; 26330	ENSG00000132141; ENSG00000139351; ENSG00000175646; ENSG00000248099; ENSG00000143450; ENSG00000105679; ENSG00000154040; ENSG00000099338; ENSG00000219435; ENSG00000136811; ENSG00000122304	492	238
3.78089095728e-06	6.93163342169e-05	GO:0044702	b	2	single organism reproductive process	2177; 3305; 3640; 4957; 5619; 5620; 10155; 10566; 10693; 11218; 148229; 50511; 51686; 57828; 25858; 26256; 26330	ENSG00000132141; ENSG00000139351; ENSG00000111254; ENSG00000204390; ENSG00000175646; ENSG00000248099; ENSG00000143450; ENSG00000130726; ENSG00000219435; ENSG00000105679; ENSG00000154040; ENSG00000099338; ENSG00000144554; ENSG00000130270; ENSG00000064703; ENSG00000136811; ENSG00000122304	1091	579
8.53790209442e-06	0.000122376596687	GO:0044427	c	3	chromosomal part	2547; 4171; 4176; 4928; 5426; 5619; 5620; 6929; 7112; 9735; 10155; 10734; 10856; 11004; 222229; 10615	ENSG00000071564; ENSG00000161036; ENSG00000175646; ENSG00000073111; ENSG00000196419; ENSG00000130726; ENSG00000110713; ENSG00000184445; ENSG00000120802; ENSG00000066923; ENSG00000142945; ENSG00000177084; ENSG00000076382; ENSG00000166508; ENSG00000183207; ENSG00000122304	728	550
2.30898974355e-05	0.000304085966714	GO:0048609	b	2	multicellular organismal reproductive process	2177; 3640; 4957; 5619; 5620; 10693; 11218; 50511; 51686; 57828; 25858; 26256; 26330	ENSG00000132141; ENSG00000139351; ENSG00000064703; ENSG00000175646; ENSG00000248099; ENSG00000143450; ENSG00000105679; ENSG00000154040; ENSG00000099338; ENSG00000144554; ENSG00000219435; ENSG00000136811; ENSG00000122304	762	404
2.36740696626e-05	0.000828592438191	GO:0097223	c	2	sperm part	10566; 148229; 84519; 57828; 26256; 26330	ENSG00000105679; ENSG00000111254; ENSG00000111644; ENSG00000154040; ENSG00000099338; ENSG00000130270	128	71
2.76441787922e-05	0.000304085966714	GO:0032504	b	2	multicellular organism reproduction	2177; 3640; 4957; 5619; 5620; 10693; 11218; 50511; 51686; 57828; 25858; 26256; 26330	ENSG00000132141; ENSG00000139351; ENSG00000064703; ENSG00000175646; ENSG00000248099; ENSG00000143450; ENSG00000105679; ENSG00000154040; ENSG00000099338; ENSG00000144554; ENSG00000219435; ENSG00000136811; ENSG00000122304	785	411
3.92144368103e-05	0.00080389595461	GO:0036126	c	4	sperm flagellum	10566; 57828; 26256; 26330	ENSG00000154040; ENSG00000105679; ENSG00000111254; ENSG00000099338	46	24
4.35514244325e-05	0.00238463973061	GO:0007049	b	3	cell cycle	2177; 4171; 4176; 4928; 4957; 5426; 5496; 6929; 7283; 8021; 9631; 9735; 10734; 10801; 11004; 11064; 24149; 50511; 51191; 84444; 54461; 284403; 23511; 25858; 10615	ENSG00000104885; ENSG00000075702; ENSG00000142945; ENSG00000144554; ENSG00000171467; ENSG00000166508; ENSG00000095319; ENSG00000115241; ENSG00000066923; ENSG00000126883; ENSG00000110713; ENSG00000159069; ENSG00000139351; ENSG00000138646; ENSG00000184640; ENSG00000131462; ENSG00000073111; ENSG00000113569; ENSG00000184445; ENSG00000177084; ENSG00000136811; ENSG00000119397; ENSG00000071564; ENSG00000076382; ENSG00000219435	1700	1329
5.0027406936e-05	0.00238463973061	GO:0022402	b	3	cell cycle process	2177; 4171; 4176; 4928; 4957; 5426; 5496; 6929; 7283; 8021; 9631; 9735; 10734; 11004; 11064; 50511; 54461; 284403; 23511; 25858; 10615	ENSG00000119397; ENSG00000071564; ENSG00000177084; ENSG00000113569; ENSG00000115241; ENSG00000131462; ENSG00000075702; ENSG00000073111; ENSG00000110713; ENSG00000184445; ENSG00000066923; ENSG00000142945; ENSG00000076382; ENSG00000144554; ENSG00000159069; ENSG00000139351; ENSG00000126883; ENSG00000136811; ENSG00000166508; ENSG00000095319; ENSG00000219435	1279	1010
7.68944790257e-05	0.000826615649526	GO:0044428	c	3	nuclear part	103; 2177; 2521; 2547; 3181; 3192; 3305; 4171; 4176; 4599; 4928; 5426; 5496; 5619; 5620; 6929; 7112; 7283; 8021; 8161; 9631; 10155; 10212; 10734; 10856; 11218; 24149; 51366; 84206; 51533; 51593; 84444; 284403; 23020; 23070; 23511; 146225; 9730; 222229; 26088; 26256; 27033; 10615	ENSG00000064703; ENSG00000196419; ENSG00000130726; ENSG00000011590; ENSG00000075702; ENSG00000183496; ENSG00000144554; ENSG00000171467; ENSG00000161036; ENSG00000166508; ENSG00000095319; ENSG00000076382; ENSG00000115241; ENSG00000089280; ENSG00000066923; ENSG00000104517; ENSG00000126883; ENSG00000144028; ENSG00000122566; ENSG00000122304; ENSG00000113569; ENSG00000131462; ENSG00000073111; ENSG00000137200; ENSG00000110713; ENSG00000160710; ENSG00000123136; ENSG00000177084; ENSG00000183207; ENSG00000121058; ENSG00000071564; ENSG00000010318; ENSG00000204390; ENSG00000175646; ENSG00000087087; ENSG00000145041; ENSG00000120802; ENSG00000154040; ENSG00000153187; ENSG00000157601; ENSG00000104885; ENSG00000100083; ENSG00000140932	3797	3121
8.01470327455e-05	0.00737352701259	GO:0034605	b	4	cellular response to heat	3305; 4928; 8021; 9631; 81570; 23511	ENSG00000110713; ENSG00000204390; ENSG00000113569; ENSG00000126883; ENSG00000162129; ENSG00000095319	106	88
8.49533577833e-05	0.00543701489813	GO:0006270	b	5	DNA replication initiation	4171; 4176; 5426; 222229	ENSG00000177084; ENSG00000166508; ENSG00000161036; ENSG00000073111	35	29
0.000121926400286	0.00747815255086	GO:0051276	b	4	chromosome organization	2177; 2547; 4171; 4176; 5426; 5619; 5620; 6929; 10734; 10856; 11004; 50511; 51366; 84444; 9730; 222229; 10615	ENSG00000139351; ENSG00000071564; ENSG00000161036; ENSG00000104885; ENSG00000175646; ENSG00000073111; ENSG00000196419; ENSG00000145041; ENSG00000144554; ENSG00000066923; ENSG00000142945; ENSG00000104517; ENSG00000177084; ENSG00000076382; ENSG00000166508; ENSG00000183207; ENSG00000122304	1008	759
