p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
6.62571895168e-25	1.65038552958e-23	GO:0065010	c	3	extracellular membrane-bounded organelle	239; 301; 810; 823; 928; 1382; 1475; 1500; 1824; 1893; 2171; 2810; 2950; 3315; 3557; 3852; 3853; 3860; 3866; 3868; 3934; 4070; 4589; 5266; 5304; 5493; 6278; 6279; 6281; 6590; 6699; 6707; 7051; 7053; 7534; 8140; 1476; 8895; 9022; 9368; 140576; 9525; 9748; 10755; 10890; 7295; 11005; 84518; 49860; 51458; 150696; 54869; 57111; 124220; 57402; 375791; 64787; 64855	ENSG00000184292; ENSG00000169469; ENSG00000177106; ENSG00000125780; ENSG00000148346; ENSG00000163209; ENSG00000188643; ENSG00000197191; ENSG00000175793; ENSG00000143546; ENSG00000131037; ENSG00000109062; ENSG00000123159; ENSG00000085719; ENSG00000171195; ENSG00000186832; ENSG00000121552; ENSG00000136830; ENSG00000103257; ENSG00000169583; ENSG00000065613; ENSG00000014216; ENSG00000134755; ENSG00000160213; ENSG00000124102; ENSG00000108839; ENSG00000106211; ENSG00000124107; ENSG00000186081; ENSG00000135046; ENSG00000159763; ENSG00000164924; ENSG00000197747; ENSG00000140519; ENSG00000164687; ENSG00000178363; ENSG00000136689; ENSG00000171346; ENSG00000133710; ENSG00000084207; ENSG00000143556; ENSG00000205420; ENSG00000118898; ENSG00000092295; ENSG00000136810; ENSG00000119541; ENSG00000084733; ENSG00000010278; ENSG00000143536; ENSG00000155066; ENSG00000143369; ENSG00000132698; ENSG00000189334; ENSG00000143320; ENSG00000198561; ENSG00000171401; ENSG00000162078; ENSG00000105427	2779	2768
6.62571895168e-25	1.9877156855e-23	GO:0070062	c	4	extracellular exosome	239; 301; 810; 823; 928; 1382; 1475; 1476; 1500; 1824; 1893; 2171; 2810; 2950; 3315; 3557; 3852; 3853; 3860; 3866; 3868; 3934; 4070; 4589; 5266; 5304; 5493; 6278; 6279; 6281; 6590; 6699; 6707; 7051; 7053; 7534; 8140; 8895; 9022; 9368; 140576; 9525; 9748; 10755; 10890; 7295; 11005; 84518; 49860; 51458; 150696; 54869; 57111; 124220; 57402; 375791; 64787; 64855	ENSG00000184292; ENSG00000169469; ENSG00000177106; ENSG00000125780; ENSG00000148346; ENSG00000163209; ENSG00000188643; ENSG00000197191; ENSG00000175793; ENSG00000143546; ENSG00000131037; ENSG00000109062; ENSG00000123159; ENSG00000085719; ENSG00000171195; ENSG00000186832; ENSG00000121552; ENSG00000136830; ENSG00000103257; ENSG00000169583; ENSG00000065613; ENSG00000014216; ENSG00000134755; ENSG00000160213; ENSG00000124102; ENSG00000108839; ENSG00000106211; ENSG00000124107; ENSG00000186081; ENSG00000135046; ENSG00000159763; ENSG00000164924; ENSG00000197747; ENSG00000140519; ENSG00000164687; ENSG00000178363; ENSG00000136689; ENSG00000171346; ENSG00000133710; ENSG00000084207; ENSG00000143556; ENSG00000205420; ENSG00000118898; ENSG00000092295; ENSG00000136810; ENSG00000119541; ENSG00000084733; ENSG00000010278; ENSG00000143536; ENSG00000155066; ENSG00000143369; ENSG00000132698; ENSG00000189334; ENSG00000143320; ENSG00000198561; ENSG00000171401; ENSG00000162078; ENSG00000105427	2779	2768
8.46351553633e-25	3.2161359038e-23	GO:0043230	c	2	extracellular organelle	239; 301; 810; 823; 928; 1382; 1475; 1500; 1824; 1893; 2171; 2810; 2950; 3315; 3557; 3852; 3853; 3860; 3866; 3868; 3934; 4070; 4589; 5266; 5304; 5493; 6278; 6279; 6281; 6590; 6699; 6707; 7051; 7053; 7534; 8140; 1476; 8895; 9022; 9368; 140576; 9525; 9748; 10755; 10890; 7295; 11005; 84518; 49860; 51458; 150696; 54869; 57111; 124220; 57402; 375791; 64787; 64855	ENSG00000184292; ENSG00000169469; ENSG00000177106; ENSG00000125780; ENSG00000148346; ENSG00000163209; ENSG00000188643; ENSG00000197191; ENSG00000175793; ENSG00000143546; ENSG00000131037; ENSG00000109062; ENSG00000123159; ENSG00000085719; ENSG00000171195; ENSG00000186832; ENSG00000121552; ENSG00000136830; ENSG00000103257; ENSG00000169583; ENSG00000065613; ENSG00000014216; ENSG00000134755; ENSG00000160213; ENSG00000124102; ENSG00000108839; ENSG00000106211; ENSG00000124107; ENSG00000186081; ENSG00000135046; ENSG00000159763; ENSG00000164924; ENSG00000197747; ENSG00000140519; ENSG00000164687; ENSG00000178363; ENSG00000136689; ENSG00000171346; ENSG00000133710; ENSG00000084207; ENSG00000143556; ENSG00000205420; ENSG00000118898; ENSG00000092295; ENSG00000136810; ENSG00000119541; ENSG00000084733; ENSG00000010278; ENSG00000143536; ENSG00000155066; ENSG00000143369; ENSG00000132698; ENSG00000189334; ENSG00000143320; ENSG00000198561; ENSG00000171401; ENSG00000162078; ENSG00000105427	2792	2781
8.46351553633e-25	1.65038552958e-23	GO:1903561	c	3	extracellular vesicle	239; 301; 810; 823; 928; 1382; 1475; 1500; 1824; 1893; 2171; 2810; 2950; 3315; 3557; 3852; 3853; 3860; 3866; 3868; 3934; 4070; 4589; 5266; 5304; 5493; 6278; 6279; 6281; 6590; 6699; 6707; 7051; 7053; 7534; 8140; 1476; 8895; 9022; 9368; 140576; 9525; 9748; 10755; 10890; 7295; 11005; 84518; 49860; 51458; 150696; 54869; 57111; 124220; 57402; 375791; 64787; 64855	ENSG00000184292; ENSG00000169469; ENSG00000177106; ENSG00000125780; ENSG00000148346; ENSG00000163209; ENSG00000188643; ENSG00000197191; ENSG00000175793; ENSG00000143546; ENSG00000131037; ENSG00000109062; ENSG00000123159; ENSG00000085719; ENSG00000171195; ENSG00000186832; ENSG00000121552; ENSG00000136830; ENSG00000103257; ENSG00000169583; ENSG00000065613; ENSG00000014216; ENSG00000134755; ENSG00000160213; ENSG00000124102; ENSG00000108839; ENSG00000106211; ENSG00000124107; ENSG00000186081; ENSG00000135046; ENSG00000159763; ENSG00000164924; ENSG00000197747; ENSG00000140519; ENSG00000164687; ENSG00000178363; ENSG00000136689; ENSG00000171346; ENSG00000133710; ENSG00000084207; ENSG00000143556; ENSG00000205420; ENSG00000118898; ENSG00000092295; ENSG00000136810; ENSG00000119541; ENSG00000084733; ENSG00000010278; ENSG00000143536; ENSG00000155066; ENSG00000143369; ENSG00000132698; ENSG00000189334; ENSG00000143320; ENSG00000198561; ENSG00000171401; ENSG00000162078; ENSG00000105427	2792	2781
1.67203088808e-21	3.17685868735e-20	GO:0031982	c	2	vesicle	239; 301; 810; 823; 928; 1382; 1475; 1500; 1824; 1893; 2171; 2810; 2950; 3315; 3557; 3852; 3853; 3860; 3866; 3868; 3934; 4070; 4589; 5266; 5304; 5338; 5493; 6278; 6279; 6281; 6590; 6699; 6707; 7051; 7053; 7534; 8140; 1476; 8895; 9022; 9368; 140576; 9525; 9748; 10755; 10890; 7295; 11005; 84518; 49860; 51458; 84790; 150696; 54869; 57111; 124220; 57402; 375791; 22822; 64787; 64855	ENSG00000184292; ENSG00000169469; ENSG00000177106; ENSG00000125780; ENSG00000148346; ENSG00000163209; ENSG00000188643; ENSG00000167553; ENSG00000197191; ENSG00000175793; ENSG00000143546; ENSG00000131037; ENSG00000109062; ENSG00000123159; ENSG00000085719; ENSG00000171195; ENSG00000186832; ENSG00000121552; ENSG00000189334; ENSG00000136830; ENSG00000103257; ENSG00000169583; ENSG00000065613; ENSG00000014216; ENSG00000134755; ENSG00000160213; ENSG00000124102; ENSG00000108839; ENSG00000106211; ENSG00000124107; ENSG00000186081; ENSG00000135046; ENSG00000159763; ENSG00000139289; ENSG00000164924; ENSG00000197747; ENSG00000140519; ENSG00000164687; ENSG00000178363; ENSG00000136689; ENSG00000171346; ENSG00000133710; ENSG00000084207; ENSG00000143556; ENSG00000205420; ENSG00000118898; ENSG00000092295; ENSG00000136810; ENSG00000119541; ENSG00000084733; ENSG00000010278; ENSG00000143536; ENSG00000155066; ENSG00000143369; ENSG00000132698; ENSG00000129219; ENSG00000143320; ENSG00000198561; ENSG00000171401; ENSG00000162078; ENSG00000105427	3633	3619
9.38657960306e-21	1.90547565942e-18	GO:0008544	b	5	epidermis development	301; 1382; 1475; 1969; 2012; 2171; 2810; 3852; 3866; 3868; 5493; 6278; 6698; 6699; 6700; 6704; 6707; 7051; 7053; 9368; 11005; 84518; 360	ENSG00000133710; ENSG00000125780; ENSG00000163209; ENSG00000241794; ENSG00000175793; ENSG00000109062; ENSG00000186832; ENSG00000121552; ENSG00000165272; ENSG00000169469; ENSG00000134531; ENSG00000186081; ENSG00000135046; ENSG00000164687; ENSG00000171346; ENSG00000143556; ENSG00000118898; ENSG00000092295; ENSG00000203785; ENSG00000142627; ENSG00000169474; ENSG00000143320; ENSG00000105427	307	306
1.59067400779e-20	2.06787621012e-19	GO:0031988	c	3	membrane-bounded vesicle	239; 301; 810; 823; 928; 1382; 1475; 1500; 1824; 1893; 2171; 2810; 2950; 3315; 3557; 3852; 3853; 3860; 3866; 3868; 3934; 4070; 4589; 5266; 5304; 5493; 6278; 6279; 6281; 6590; 6699; 6707; 7051; 7053; 7534; 8140; 1476; 8895; 9022; 9368; 140576; 9525; 9748; 10755; 10890; 7295; 11005; 84518; 49860; 51458; 150696; 54869; 57111; 124220; 57402; 375791; 22822; 64787; 64855	ENSG00000184292; ENSG00000169469; ENSG00000177106; ENSG00000125780; ENSG00000148346; ENSG00000163209; ENSG00000188643; ENSG00000197191; ENSG00000175793; ENSG00000143546; ENSG00000131037; ENSG00000109062; ENSG00000123159; ENSG00000085719; ENSG00000171195; ENSG00000186832; ENSG00000121552; ENSG00000136830; ENSG00000103257; ENSG00000169583; ENSG00000065613; ENSG00000014216; ENSG00000134755; ENSG00000160213; ENSG00000124102; ENSG00000108839; ENSG00000106211; ENSG00000124107; ENSG00000186081; ENSG00000135046; ENSG00000159763; ENSG00000139289; ENSG00000164924; ENSG00000197747; ENSG00000140519; ENSG00000164687; ENSG00000178363; ENSG00000136689; ENSG00000171346; ENSG00000133710; ENSG00000084207; ENSG00000143556; ENSG00000205420; ENSG00000118898; ENSG00000092295; ENSG00000136810; ENSG00000119541; ENSG00000084733; ENSG00000010278; ENSG00000143536; ENSG00000155066; ENSG00000143369; ENSG00000132698; ENSG00000189334; ENSG00000143320; ENSG00000198561; ENSG00000171401; ENSG00000162078; ENSG00000105427	3514	3501
4.0191387373e-16	1.18162678877e-13	GO:0043588	b	4	skin development	239; 301; 1475; 1969; 2810; 3868; 5493; 6278; 6698; 6699; 6700; 6704; 6707; 7051; 7053; 11005; 84518; 360	ENSG00000121552; ENSG00000142627; ENSG00000169469; ENSG00000125780; ENSG00000241794; ENSG00000169474; ENSG00000163209; ENSG00000118898; ENSG00000133710; ENSG00000165272; ENSG00000108839; ENSG00000175793; ENSG00000143556; ENSG00000135046; ENSG00000092295; ENSG00000105427; ENSG00000186832; ENSG00000203785	247	247
9.03207850956e-16	1.32771554091e-13	GO:0060429	b	4	epithelium development	239; 301; 639; 1382; 1475; 1969; 2012; 2171; 2810; 3851; 3852; 3853; 3866; 3868; 4070; 5493; 6278; 6698; 6699; 6700; 6704; 6707; 7051; 7053; 9368; 10890; 11005; 84518; 51458; 360; 57111	ENSG00000184292; ENSG00000133710; ENSG00000125780; ENSG00000163209; ENSG00000241794; ENSG00000175793; ENSG00000109062; ENSG00000186832; ENSG00000121552; ENSG00000165272; ENSG00000169469; ENSG00000134531; ENSG00000108839; ENSG00000186081; ENSG00000135046; ENSG00000084733; ENSG00000140519; ENSG00000164687; ENSG00000171346; ENSG00000143556; ENSG00000205420; ENSG00000118898; ENSG00000092295; ENSG00000203785; ENSG00000142627; ENSG00000169474; ENSG00000132698; ENSG00000143320; ENSG00000057657; ENSG00000170477; ENSG00000105427	1083	1081
1.08682069938e-15	1.9454090519e-13	GO:0031424	b	3	keratinization	2810; 3868; 5493; 6698; 6699; 6700; 6704; 6707; 7051; 7053; 84518	ENSG00000169474; ENSG00000125780; ENSG00000163209; ENSG00000169469; ENSG00000118898; ENSG00000175793; ENSG00000241794; ENSG00000092295; ENSG00000105427; ENSG00000186832; ENSG00000203785	50	50
