p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
3.64965568667e-05	0.00642339400854	GO:0044265	b	4	cellular macromolecule catabolic process	5511; 728386; 9736; 9939; 10140; 10210; 10769; 51132; 80204; 9529; 23198	FBXO11; TOB1; RBM8A; USP17L5; BAG5; RLIM; PSME4; PLK2; PPP1R8; USP34; TOPORS	924	919
3.9036121236e-05	7.8072242472e-05	GO:0016604	c	5	nuclear body	5511; 9939; 10210; 204851; 51755; 23198; 91746	YTHDC1; RBM8A; CDK12; PSME4; PPP1R8; HIPK1; TOPORS	338	337
0.000147027586543	0.00396974483665	GO:0005814	c	4	centriole	6093; 9814; 10210; 10769	SFI1; PLK2; ROCK1; TOPORS	96	96
0.000159480419288	0.016060800604	GO:0043632	b	5	modification-dependent macromolecule catabolic process	728386; 9736; 10210; 10769; 51132; 80204; 9529; 23198	PLK2; USP17L5; BAG5; USP34; PSME4; FBXO11; RLIM; TOPORS	571	567
0.000272957612192	0.0240202698729	GO:0009057	b	4	macromolecule catabolic process	5511; 728386; 9736; 9939; 10140; 10210; 10769; 51132; 80204; 9529; 23198	FBXO11; TOB1; RBM8A; USP17L5; BAG5; RLIM; PSME4; PLK2; PPP1R8; USP34; TOPORS	1157	1152
0.000277036748025	0.016060800604	GO:0051603	b	5	proteolysis involved in cellular protein catabolic process	728386; 9736; 10210; 10769; 51132; 80204; 9529; 23198	PLK2; USP17L5; BAG5; USP34; PSME4; FBXO11; RLIM; TOPORS	619	615
0.000373506990791	0.016060800604	GO:0044257	b	5	cellular protein catabolic process	728386; 9736; 10210; 10769; 51132; 80204; 9529; 23198	PLK2; USP17L5; BAG5; USP34; PSME4; FBXO11; RLIM; TOPORS	647	643
0.000496745808407	0.00670606841349	GO:0044450	c	4	microtubule organizing center part	6093; 9814; 10210; 10769	SFI1; PLK2; ROCK1; TOPORS	132	132
0.000581809317984	0.0151270422676	GO:0042301	m	4	phosphate ion binding	4860; 10568	PNP; SLC34A2	13	13
0.000581809317984	0.00930894908774	GO:0008599	m	5	protein phosphatase type 1 regulator activity	5511; 23645	PPP1R15A; PPP1R8	13	13
0.000753676147307	0.0333301095271	GO:0050794	b	3	regulation of cellular process	379; 404281; 1386; 1630; 2752; 3796; 4009; 4860; 5511; 6093; 55632; 6615; 728386; 7779; 8106; 8324; 9248; 9529; 9736; 9814; 9939; 10140; 10210; 10766; 10769; 23645; 10865; 51132; 405753; 342933; 204851; 115265; 84168; 51755; 22887; 23198; 23395; 57215; 58191; 65056	DUOXA2; ANTXR1; USP17L5; BAG5; PLK2; PPP1R8; GPBP1; GLUL; GPR50; ARL4D; LARS2; SLC30A1; TOPORS; HIPK1; THAP11; TOB1; RBM8A; FZD7; CDK12; KIF2A; YY2; DCC; ZSCAN5B; RLIM; PABPN1; FOXJ3; DDIT4L; PSME4; LMX1A; SNAI1; USP34; CXCL16; ARID5A; G2E3; PNP; TOB2; ROCK1; PPP1R15A; SFI1; ATF2	10247	10212
0.000801281765569	0.0376751194516	GO:0060255	b	4	regulation of macromolecule metabolic process	404281; 1386; 4009; 5511; 6615; 728386; 8106; 8324; 9736; 9814; 9939; 10140; 10210; 10766; 10769; 23645; 10865; 51132; 342933; 204851; 51755; 9529; 22887; 23198; 23395; 57215; 65056	USP17L5; BAG5; PLK2; GPBP1; HIPK1; LARS2; TOPORS; THAP11; TOB1; RBM8A; TOB2; CDK12; YY2; PPP1R8; ZSCAN5B; RLIM; PABPN1; FOXJ3; PSME4; LMX1A; SNAI1; USP34; ARID5A; SFI1; FZD7; PPP1R15A; ATF2	5636	5619
0.000874773510678	0.0376751194516	GO:0080090	b	4	regulation of primary metabolic process	404281; 1386; 4009; 5511; 6615; 728386; 8106; 8324; 9736; 9814; 9939; 10140; 10210; 10769; 23645; 10865; 51132; 405753; 342933; 204851; 51755; 9529; 22887; 23198; 23395; 57215; 65056	DUOXA2; USP17L5; BAG5; PLK2; GPBP1; HIPK1; LARS2; TOPORS; THAP11; TOB1; RBM8A; FZD7; CDK12; YY2; PPP1R8; ZSCAN5B; RLIM; PABPN1; FOXJ3; PSME4; LMX1A; SNAI1; USP34; ARID5A; SFI1; PPP1R15A; ATF2	5664	5648
0.000903071920853	0.0464614375696	GO:0050789	b	2	regulation of biological process	379; 404281; 1386; 1630; 2752; 3796; 4009; 4860; 5511; 6093; 55632; 6615; 728386; 7779; 8106; 8324; 9248; 9529; 9736; 9814; 9939; 10140; 10210; 10766; 10769; 23645; 10865; 10926; 51132; 405753; 342933; 204851; 115265; 84168; 51755; 22887; 23198; 23395; 57215; 58191; 65056	DUOXA2; ANTXR1; USP17L5; BAG5; PLK2; PPP1R8; GPBP1; GLUL; GPR50; ARL4D; LARS2; SLC30A1; TOPORS; HIPK1; THAP11; TOB1; RBM8A; FZD7; CDK12; KIF2A; YY2; DCC; ZSCAN5B; RLIM; PABPN1; FOXJ3; DDIT4L; PSME4; LMX1A; SNAI1; USP34; CXCL16; ARID5A; G2E3; PNP; TOB2; ROCK1; PPP1R15A; DBF4; SFI1; ATF2	10723	10686
0.00108059912449	0.0333301095271	GO:1901575	b	3	organic substance catabolic process	2752; 4860; 5511; 728386; 9529; 9736; 9939; 10140; 10210; 10769; 51132; 80204; 23198	FBXO11; TOB1; RBM8A; USP17L5; BAG5; PNP; PSME4; PLK2; PPP1R8; GLUL; RLIM; USP34; TOPORS	1812	1807
0.0011682235281	0.0376751194516	GO:0051171	b	4	regulation of nitrogen compound metabolic process	404281; 1386; 4009; 5511; 6615; 8106; 8324; 9939; 10140; 10210; 23645; 10865; 51132; 405753; 342933; 204851; 51755; 22887; 23198; 23395; 57215; 65056	DUOXA2; YY2; GPBP1; HIPK1; LARS2; TOPORS; THAP11; TOB1; RBM8A; FZD7; CDK12; PPP1R8; ZSCAN5B; RLIM; PABPN1; FOXJ3; PSME4; LMX1A; SNAI1; ARID5A; PPP1R15A; ATF2	4223	4214
0.00116910878384	0.0198748493253	GO:0016874	m	2	ligase activity	2752; 55632; 10210; 51132; 23395; 57494	G2E3; GLUL; RIMKLB; LARS2; RLIM; TOPORS	428	428
0.00116910878384	0.0341183641931	GO:0010498	b	5	proteasomal protein catabolic process	728386; 9736; 10210; 10769; 9529; 23198	USP17L5; BAG5; PSME4; PLK2; USP34; TOPORS	429	428
0.00123042173742	0.0110737956368	GO:0005634	c	4	nucleus	379; 404281; 1386; 2752; 4009; 4860; 5511; 6615; 728386; 7779; 8106; 9736; 9939; 10140; 10210; 10766; 10865; 10926; 51132; 80204; 342933; 204851; 51755; 9529; 55632; 22887; 23198; 57215; 91746; 65056	USP17L5; YY2; FBXO11; GPBP1; HIPK1; ARL4D; THAP11; SLC30A1; TOPORS; TOB1; RBM8A; TOB2; CDK12; BAG5; PPP1R8; ZSCAN5B; RLIM; PABPN1; FOXJ3; PSME4; LMX1A; SNAI1; USP34; YTHDC1; ARID5A; G2E3; PNP; GLUL; DBF4; ATF2	6774	6747
0.00130866245428	0.0376751194516	GO:0030163	b	4	protein catabolic process	728386; 9736; 10210; 10769; 51132; 80204; 9529; 23198	PLK2; USP17L5; BAG5; USP34; PSME4; FBXO11; RLIM; TOPORS	783	779
